id,name,welfare_mean,salary_mean,ft_salary_mean,ft_salary_med,pt_fe_ratio,oa_num,oa_ratio
1312,國喬,1022.00 ,847.00 ,878.00 ,774.00 ,0.27 ,2.00 ,0.01 
1313,聯成,1554.00 ,1310.00 ,1165.00 ,1072.00 ,0.31 ,0.00 ,0.00 
1314,中石化,978.00 ,817.00 ,953.00 ,869.00 ,0.14 ,0.00 ,0.00 
1315,達新,761.00 ,643.00 ,604.00 ,535.00 ,0.45 ,0.00 ,0.00 
1316,上曜,1519.00 ,1385.00 ,640.00 ,511.00 ,0.24 ,0.00 ,0.00 
1319,東陽,745.00 ,626.00 ,684.00 ,582.00 ,0.14 ,0.00 ,0.00 
1321,大洋,902.00 ,745.00 ,800.00 ,738.00 ,0.08 ,5.00 ,0.01 
1323,永裕,701.00 ,592.00 ,596.00 ,508.00 ,0.27 ,4.00 ,0.01 
1324,地球,713.00 ,595.00 ,536.00 ,446.00 ,0.32 ,0.00 ,0.00 
1325,恆大,566.00 ,457.00 ,470.00 ,405.00 ,0.67 ,0.00 ,0.00 
1326,台化,1645.00 ,1427.00 ,1409.00 ,1283.00 ,0.05 ,3.00 ,0.00 
1337,再生-KY,N/A,N/A,N/A,N/A,0.14 ,0.00 ,0.00 
1338,廣華-KY,N/A,N/A,N/A,N/A,0.18 ,0.00 ,0.00 
1339,昭輝,772.00 ,638.00 ,648.00 ,495.00 ,0.21 ,1.00 ,0.00 
1340,勝悅-KY,N/A,N/A,N/A,N/A,0.00 ,0.00 ,0.00 
1341,富林-KY,N/A,N/A,N/A,N/A,0.24 ,7.00 ,0.01 
1342,八貫,905.00 ,806.00 ,669.00 ,538.00 ,0.40 ,6.00 ,0.02 
1402,遠東新,1315.00 ,1130.00 ,1011.00 ,864.00 ,0.30 ,77.00 ,0.00 
1409,新纖,890.00 ,755.00 ,744.00 ,618.00 ,0.10 ,5.00 ,0.00 
1410,南染,671.00 ,572.00 ,526.00 ,528.00 ,0.33 ,0.00 ,0.00 
1413,宏洲,789.00 ,665.00 ,678.00 ,607.00 ,0.23 ,1.00 ,0.00 
1414,東和,640.00 ,523.00 ,575.00 ,529.00 ,0.17 ,1.00 ,0.00 
1416,廣豐,1583.00 ,1392.00 ,803.00 ,940.00 ,0.33 ,0.00 ,0.00 
1417,嘉裕,694.00 ,577.00 ,525.00 ,473.00 ,0.48 ,5.00 ,0.02 
1418,東華,1071.00 ,931.00 ,594.00 ,515.00 ,0.17 ,0.00 ,0.00 
1419,新紡,890.00 ,760.00 ,721.00 ,610.00 ,0.50 ,2.00 ,0.00 
1423,利華,715.00 ,599.00 ,520.00 ,481.00 ,0.33 ,2.00 ,0.04 
1432,大魯閣,477.00 ,385.00 ,516.00 ,425.00 ,0.33 ,1.00 ,0.00 
1434,福懋,616.00 ,519.00 ,590.00 ,523.00 ,0.05 ,9.00 ,0.00 
1435,中福,1593.00 ,1493.00 ,849.00 ,740.00 ,0.00 ,0.00 ,0.00 
1436,華友聯,1256.00 ,1066.00 ,871.00 ,819.00 ,0.41 ,0.00 ,0.00 
1437,勤益控,2806.00 ,2546.00 ,614.00 ,412.00 ,0.67 ,0.00 ,0.00 
1438,三地開發,1340.00 ,1184.00 ,523.00 ,521.00 ,0.25 ,0.00 ,0.00 
1439,雋揚,957.00 ,774.00 ,711.00 ,700.00 ,0.60 ,0.00 ,0.00 
1440,南紡,795.00 ,670.00 ,621.00 ,546.00 ,0.10 ,6.00 ,0.01 
1441,大東,1060.00 ,886.00 ,661.00 ,633.00 ,0.14 ,0.00 ,0.00 
1442,名軒,1205.00 ,998.00 ,874.00 ,819.00 ,0.60 ,0.00 ,0.00 
1443,立益物流,824.00 ,699.00 ,637.00 ,623.00 ,0.36 ,0.00 ,0.00 
1444,力麗,689.00 ,552.00 ,595.00 ,519.00 ,0.24 ,1.00 ,0.00 
1445,大宇,692.00 ,586.00 ,600.00 ,515.00 ,0.13 ,0.00 ,0.00 
1446,宏和,764.00 ,645.00 ,608.00 ,504.00 ,0.14 ,0.00 ,0.00 
1447,力鵬,759.00 ,606.00 ,607.00 ,538.00 ,0.20 ,1.00 ,0.00 
1449,佳和,587.00 ,489.00 ,515.00 ,462.00 ,0.25 ,2.00 ,0.00 
1451,年興,788.00 ,667.00 ,594.00 ,535.00 ,0.11 ,2.00 ,0.00 
1452,宏益,799.00 ,659.00 ,601.00 ,511.00 ,0.35 ,7.00 ,0.03 
1453,大將,730.00 ,589.00 ,530.00 ,481.00 ,0.40 ,0.00 ,0.00 
1454,台富,702.00 ,582.00 ,554.00 ,509.00 ,0.29 ,1.00 ,0.00 
1455,集盛,769.00 ,652.00 ,651.00 ,569.00 ,0.14 ,1.00 ,0.00 
1456,怡華,936.00 ,803.00 ,558.00 ,547.00 ,0.17 ,0.00 ,0.00 
1457,宜進,1214.00 ,1035.00 ,798.00 ,715.00 ,0.53 ,0.00 ,0.00 
1459,聯發,645.00 ,531.00 ,487.00 ,432.00 ,0.17 ,0.00 ,0.00 
1460,宏遠,720.00 ,583.00 ,550.00 ,509.00 ,0.04 ,19.00 ,0.00 
1463,強盛,667.00 ,574.00 ,550.00 ,520.00 ,0.29 ,0.00 ,0.00 
1464,得力,709.00 ,613.00 ,589.00 ,549.00 ,0.31 ,16.00 ,0.02 
1465,偉全,696.00 ,588.00 ,581.00 ,492.00 ,0.25 ,0.00 ,0.00 
1466,聚隆,722.00 ,593.00 ,604.00 ,551.00 ,0.35 ,6.00 ,0.01 
1467,南緯,945.00 ,802.00 ,708.00 ,603.00 ,0.54 ,2.00 ,0.01 
1468,昶和,724.00 ,593.00 ,544.00 ,470.00 ,0.20 ,0.00 ,0.00 
1470,大統新創,686.00 ,588.00 ,553.00 ,471.00 ,0.34 ,0.00 ,0.00 
1471,首利,1127.00 ,965.00 ,764.00 ,756.00 ,0.27 ,0.00 ,0.00 
1472,三洋實業,932.00 ,756.00 ,600.00 ,527.00 ,0.25 ,0.00 ,0.00 
1473,台南,809.00 ,701.00 ,558.00 ,463.00 ,0.81 ,1.00 ,0.00 
1474,弘裕,727.00 ,625.00 ,598.00 ,520.00 ,0.19 ,14.00 ,0.03 
1475,業旺,1046.00 ,861.00 ,545.00 ,545.00 ,0.10 ,0.00 ,0.00 
1476,儒鴻,1223.00 ,1076.00 ,1000.00 ,880.00 ,0.35 ,1.00 ,0.00 
1477,聚陽,2529.00 ,2344.00 ,1447.00 ,1321.00 ,0.54 ,4.00 ,0.01 
1503,士電,1217.00 ,1074.00 ,1049.00 ,854.00 ,0.09 ,0.00 ,0.00 
1504,東元,1095.00 ,944.00 ,893.00 ,715.00 ,0.22 ,2.00 ,0.00 
1506,正道,843.00 ,712.00 ,550.00 ,518.00 ,0.28 ,3.00 ,0.01 
1512,瑞利,673.00 ,546.00 ,548.00 ,500.00 ,0.13 ,0.00 ,0.00 
1513,中興電,1045.00 ,889.00 ,870.00 ,769.00 ,0.17 ,2.00 ,0.00 
1514,亞力,1112.00 ,956.00 ,898.00 ,775.00 ,0.00 ,0.00 ,0.00 
1515,力山,583.00 ,487.00 ,575.00 ,481.00 ,0.17 ,6.00 ,0.01 
1516,川飛,1235.00 ,1064.00 ,648.00 ,666.00 ,0.00 ,0.00 ,0.00 
1517,利奇,571.00 ,471.00 ,492.00 ,444.00 ,0.08 ,5.00 ,0.01 
1519,華城,1205.00 ,1047.00 ,1016.00 ,816.00 ,0.14 ,7.00 ,0.01 
1521,大億,732.00 ,611.00 ,633.00 ,577.00 ,0.12 ,0.00 ,0.00 
1522,堤維西,733.00 ,605.00 ,614.00 ,568.00 ,0.21 ,12.00 ,0.01 
1524,耿鼎,757.00 ,631.00 ,615.00 ,528.00 ,0.08 ,3.00 ,0.01 
1525,江申,751.00 ,629.00 ,637.00 ,559.00 ,0.13 ,0.00 ,0.00 
1526,日馳,903.00 ,787.00 ,644.00 ,500.00 ,0.20 ,0.00 ,0.00 
1527,鑽全,732.00 ,632.00 ,580.00 ,494.00 ,0.10 ,4.00 ,0.02 
1528,恩德,1079.00 ,949.00 ,674.00 ,602.00 ,0.04 ,0.00 ,0.00 
1529,樂事綠能,713.00 ,581.00 ,546.00 ,505.00 ,0.56 ,0.00 ,0.00 
1530,亞崴,832.00 ,704.00 ,634.00 ,575.00 ,0.11 ,1.00 ,0.00 
1531,高林股,907.00 ,773.00 ,776.00 ,697.00 ,0.20 ,0.00 ,0.00 
1532,勤美,918.00 ,779.00 ,695.00 ,563.00 ,0.38 ,2.00 ,0.01 
1533,車王電,664.00 ,549.00 ,568.00 ,462.00 ,0.24 ,0.00 ,0.00 
1535,中宇,1243.00 ,1090.00 ,1112.00 ,1010.00 ,0.08 ,0.00 ,0.00 
1536,和大,786.00 ,635.00 ,631.00 ,603.00 ,0.09 ,1124.00 ,0.01 
1537,廣隆,1282.00 ,1121.00 ,837.00 ,670.00 ,0.24 ,0.00 ,0.00 
1538,正峰,844.00 ,715.00 ,455.00 ,450.00 ,0.33 ,0.00 ,0.00 
1539,巨庭,644.00 ,527.00 ,511.00 ,475.00 ,0.11 ,0.00 ,0.00 
1540,喬福,689.00 ,566.00 ,579.00 ,555.00 ,0.00 ,0.00 ,0.00 
1541,錩泰,564.00 ,472.00 ,453.00 ,395.00 ,0.24 ,0.00 ,0.00 
1558,伸興,1102.00 ,923.00 ,838.00 ,784.00 ,0.45 ,6.00 ,0.00 
1560,中砂,1057.00 ,890.00 ,837.00 ,768.00 ,0.07 ,8.00 ,0.00 
1568,倉佑,720.00 ,594.00 ,600.00 ,547.00 ,0.25 ,2.00 ,0.00 
1582,信錦,1235.00 ,1074.00 ,1009.00 ,869.00 ,0.16 ,241.00 ,0.00 
1583,程泰,898.00 ,731.00 ,762.00 ,707.00 ,0.16 ,0.00 ,0.00 
1587,吉茂,826.00 ,701.00 ,514.00 ,498.00 ,0.27 ,0.00 ,0.00 
1589,永冠-KY,N/A,N/A,N/A,N/A,0.17 ,90.00 ,0.04 
1590,亞德客-KY,N/A,N/A,N/A,N/A,0.09 ,72.00 ,0.01 
1597,直得,906.00 ,769.00 ,659.00 ,628.00 ,0.31 ,2.00 ,0.04 
1598,岱宇,665.00 ,559.00 ,565.00 ,492.00 ,0.30 ,1.00 ,0.00 
1603,華電,717.00 ,616.00 ,564.00 ,479.00 ,0.28 ,8.00 ,0.01 
1604,聲寶,987.00 ,828.00 ,825.00 ,737.00 ,0.09 ,0.00 ,0.00 
1605,華新,1375.00 ,1243.00 ,1210.00 ,991.00 ,0.18 ,26.00 ,0.01 
1608,華榮,796.00 ,649.00 ,704.00 ,685.00 ,0.16 ,0.00 ,0.00 
1609,大亞,1099.00 ,953.00 ,813.00 ,772.00 ,0.20 ,5.00 ,0.01 
1611,中電,767.00 ,614.00 ,464.00 ,464.00 ,0.00 ,0.00 ,0.00 
1612,宏泰,1005.00 ,862.00 ,838.00 ,706.00 ,0.18 ,1.00 ,0.00 
1614,三洋電,515.00 ,410.00 ,586.00 ,562.00 ,0.01 ,8.00 ,0.01 
1615,大山,821.00 ,696.00 ,670.00 ,600.00 ,0.27 ,2.00 ,0.01 
1616,億泰,793.00 ,664.00 ,636.00 ,589.00 ,0.14 ,1.00 ,0.00 
1617,榮星,809.00 ,692.00 ,714.00 ,658.00 ,0.10 ,0.00 ,0.00 
1618,合機,875.00 ,739.00 ,719.00 ,673.00 ,0.24 ,9.00 ,0.04 
1626,艾美特-KY,N/A,N/A,N/A,N/A,0.28 ,7.00 ,0.00 
1701,中化,941.00 ,794.00 ,778.00 ,661.00 ,0.23 ,11.00 ,0.01 
1702,南僑,2766.00 ,2516.00 ,1007.00 ,734.00 ,0.37 ,0.00 ,0.00 
1707,葡萄王,1107.00 ,986.00 ,864.00 ,782.00 ,0.43 ,3.00 ,0.01 
1708,東鹼,1546.00 ,1365.00 ,1297.00 ,1052.00 ,0.38 ,0.00 ,0.00 
1709,和益,2119.00 ,1884.00 ,1663.00 ,1495.00 ,0.13 ,0.00 ,0.00 
1710,東聯,1252.00 ,939.00 ,1009.00 ,928.00 ,0.01 ,0.00 ,0.00 
1711,永光,888.00 ,741.00 ,786.00 ,743.00 ,0.16 ,1.00 ,0.00 
1712,興農,912.00 ,778.00 ,775.00 ,679.00 ,0.17 ,2.00 ,0.00 
1713,國化,1121.00 ,986.00 ,794.00 ,753.00 ,0.23 ,0.00 ,0.00 
1714,和桐,1054.00 ,893.00 ,722.00 ,601.00 ,0.43 ,0.00 ,0.00 
1717,長興,1221.00 ,996.00 ,955.00 ,816.00 ,0.15 ,3.00 ,0.00 
1718,中纖,830.00 ,672.00 ,664.00 ,597.00 ,0.22 ,3.00 ,0.01 
1720,生達,896.00 ,775.00 ,817.00 ,703.00 ,0.44 ,9.00 ,0.01 
1721,三晃,895.00 ,740.00 ,753.00 ,733.00 ,0.30 ,5.00 ,0.01 
1722,台肥,1664.00 ,1442.00 ,1387.00 ,1232.00 ,0.12 ,3.00 ,0.00 
1723,中碳,1847.00 ,1618.00 ,1453.00 ,1372.00 ,0.10 ,0.00 ,0.00 
1725,元禎,906.00 ,720.00 ,702.00 ,609.00 ,0.13 ,0.00 ,0.00 
1726,永記,920.00 ,791.00 ,775.00 ,704.00 ,0.07 ,10.00 ,0.01 
1727,中華化,772.00 ,633.00 ,626.00 ,598.00 ,0.19 ,9.00 ,0.03 
1730,花仙子,1353.00 ,1153.00 ,890.00 ,708.00 ,0.50 ,0.00 ,0.00 
1731,美吾華,908.00 ,777.00 ,664.00 ,585.00 ,0.42 ,2.00 ,0.01 
1732,毛寶,624.00 ,524.00 ,538.00 ,456.00 ,0.50 ,2.00 ,0.01 
1733,五鼎,740.00 ,622.00 ,651.00 ,566.00 ,0.42 ,11.00 ,0.01 
1734,杏輝,774.00 ,646.00 ,617.00 ,533.00 ,0.42 ,3.00 ,0.00 
1735,日勝化,954.00 ,804.00 ,753.00 ,661.00 ,0.05 ,2.00 ,0.01 
1736,喬山,872.00 ,738.00 ,707.00 ,592.00 ,0.22 ,3.00 ,0.01 
1737,臺鹽,1159.00 ,981.00 ,985.00 ,895.00 ,0.29 ,0.00 ,0.00 
1752,南光,687.00 ,575.00 ,565.00 ,494.00 ,0.23 ,13.00 ,0.02 
1760,寶齡富錦,1113.00 ,954.00 ,838.00 ,624.00 ,0.44 ,5.00 ,0.01 
1762,中化生,1216.00 ,1042.00 ,967.00 ,885.00 ,0.19 ,0.00 ,0.00 
1773,勝一,1331.00 ,1164.00 ,1071.00 ,924.00 ,0.09 ,4.00 ,0.01 
1776,展宇,837.00 ,691.00 ,636.00 ,493.00 ,0.25 ,2.00 ,0.02 
1783,和康生,1085.00 ,923.00 ,677.00 ,538.00 ,0.57 ,0.00 ,0.00 
1786,科妍,1027.00 ,868.00 ,659.00 ,594.00 ,0.27 ,0.00 ,0.00 
1789,神隆,1068.00 ,906.00 ,813.00 ,744.00 ,0.34 ,15.00 ,0.02 
1795,美時,1339.00 ,1113.00 ,1096.00 ,774.00 ,0.34 ,1.00 ,0.00 
1802,台玻,776.00 ,652.00 ,677.00 ,631.00 ,0.13 ,80.00 ,0.02 
1805,寶徠,1331.00 ,1158.00 ,715.00 ,659.00 ,0.25 ,0.00 ,0.00 
1806,冠軍,749.00 ,605.00 ,672.00 ,595.00 ,0.24 ,10.00 ,0.01 
1808,潤隆,994.00 ,768.00 ,664.00 ,595.00 ,0.28 ,2.00 ,0.02 
1809,中釉,877.00 ,749.00 ,749.00 ,392.00 ,0.15 ,1.00 ,0.00 
1810,和成,734.00 ,625.00 ,618.00 ,535.00 ,0.09 ,1.00 ,0.00 
1817,凱撒衛,935.00 ,788.00 ,765.00 ,621.00 ,0.25 ,0.00 ,0.00 
1903,士紙,829.00 ,678.00 ,563.00 ,529.00 ,0.23 ,0.00 ,0.00 
1904,正隆,1085.00 ,934.00 ,918.00 ,850.00 ,0.04 ,10.00 ,0.00 
1905,華紙,940.00 ,785.00 ,735.00 ,678.00 ,0.09 ,1.00 ,0.00 
1906,寶隆,1587.00 ,1258.00 ,808.00 ,875.00 ,0.14 ,0.00 ,0.00 
1907,永豐餘,2606.00 ,2420.00 ,783.00 ,691.00 ,0.18 ,39.00 ,0.00 
1909,榮成,935.00 ,799.00 ,766.00 ,731.00 ,0.05 ,1.00 ,0.00 
2002,中鋼,1941.00 ,1664.00 ,1595.00 ,1495.00 ,0.02 ,1.00 ,0.00 
2006,東和鋼鐵,1210.00 ,1061.00 ,1088.00 ,1031.00 ,0.09 ,12.00 ,0.01 
2007,燁興,853.00 ,617.00 ,652.00 ,615.00 ,0.06 ,2.00 ,0.00 
2008,高興昌,737.00 ,591.00 ,549.00 ,510.00 ,0.10 ,1.00 ,0.00 
2009,第一銅,667.00 ,533.00 ,550.00 ,531.00 ,0.04 ,9.00 ,0.04 
2010,春源,796.00 ,640.00 ,702.00 ,612.00 ,0.08 ,22.00 ,0.02 
2012,春雨,777.00 ,671.00 ,768.00 ,613.00 ,0.19 ,4.00 ,0.01 
2013,中鋼構,1878.00 ,1637.00 ,1599.00 ,1410.00 ,0.03 ,0.00 ,0.00 
2014,中鴻,1127.00 ,833.00 ,823.00 ,795.00 ,0.03 ,1.00 ,0.00 
2015,豐興,1273.00 ,1085.00 ,1063.00 ,965.00 ,0.25 ,6.00 ,0.01 
2017,官田鋼,627.00 ,512.00 ,534.00 ,469.00 ,0.27 ,14.00 ,0.05 
2020,美亞,849.00 ,631.00 ,706.00 ,638.00 ,0.19 ,5.00 ,0.02 
2022,聚亨,741.00 ,631.00 ,594.00 ,536.00 ,0.11 ,0.00 ,0.00 
2023,燁輝,1141.00 ,867.00 ,942.00 ,920.00 ,0.04 ,2.00 ,0.00 
2024,志聯,740.00 ,592.00 ,569.00 ,518.00 ,0.28 ,2.00 ,0.01 
2025,千興,640.00 ,513.00 ,518.00 ,509.00 ,0.25 ,0.00 ,0.00 
2027,大成鋼,1848.00 ,1717.00 ,1698.00 ,1458.00 ,0.22 ,1.00 ,0.00 
2028,威致,938.00 ,698.00 ,773.00 ,700.00 ,0.40 ,9.00 ,0.02 
2029,盛餘,1209.00 ,999.00 ,1047.00 ,975.00 ,0.07 ,1.00 ,0.00 
2030,彰源,828.00 ,700.00 ,655.00 ,569.00 ,0.00 ,4.00 ,0.01 
2031,新光鋼,1004.00 ,822.00 ,785.00 ,711.00 ,0.35 ,3.00 ,0.01 
2032,新鋼,630.00 ,494.00 ,514.00 ,497.00 ,0.12 ,6.00 ,0.03 
2033,佳大,707.00 ,569.00 ,517.00 ,505.00 ,0.25 ,0.00 ,0.00 
2034,允強,876.00 ,717.00 ,685.00 ,591.00 ,0.17 ,5.00 ,0.01 
2038,海光,798.00 ,686.00 ,659.00 ,593.00 ,0.01 ,2.00 ,0.00 
2049,上銀,1038.00 ,885.00 ,940.00 ,903.00 ,0.13 ,41.00 ,0.01 
2059,川湖,937.00 ,809.00 ,869.00 ,703.00 ,0.26 ,0.00 ,0.00 
2062,橋椿,714.00 ,585.00 ,537.00 ,465.00 ,0.47 ,25.00 ,0.03 
2069,運錩,734.00 ,578.00 ,583.00 ,512.00 ,0.52 ,3.00 ,0.00 
2101,南港,821.00 ,699.00 ,705.00 ,614.00 ,0.00 ,20.00 ,0.02 
2102,泰豐,770.00 ,618.00 ,619.00 ,599.00 ,0.09 ,2.00 ,0.00 
2103,台橡,1559.00 ,1124.00 ,1204.00 ,1091.00 ,0.26 ,6.00 ,0.00 
2104,國際中橡,1754.00 ,1391.00 ,1420.00 ,1268.00 ,0.33 ,2.00 ,0.01 
2105,正新,849.00 ,729.00 ,696.00 ,658.00 ,0.00 ,7.00 ,0.00 
2106,建大,772.00 ,659.00 ,638.00 ,589.00 ,0.14 ,11.00 ,0.01 
2107,厚生,895.00 ,782.00 ,662.00 ,612.00 ,0.02 ,3.00 ,0.02 
2108,南帝,1483.00 ,1259.00 ,1832.00 ,1746.00 ,0.00 ,0.00 ,0.00 
2109,華豐,695.00 ,595.00 ,581.00 ,527.00 ,0.17 ,11.00 ,0.02 
2114,鑫永銓,750.00 ,637.00 ,534.00 ,525.00 ,0.28 ,0.00 ,0.00 
2115,六暉-KY,N/A,N/A,N/A,N/A,0.55 ,0.00 ,0.00 
2201,裕隆,1126.00 ,954.00 ,863.00 ,812.00 ,0.18 ,1.00 ,0.00 
2204,中華,1250.00 ,1083.00 ,1111.00 ,994.00 ,0.12 ,5.00 ,0.00 
2206,三陽工業,1207.00 ,1032.00 ,1014.00 ,998.00 ,0.08 ,1.00 ,0.00 
2207,和泰車,2764.00 ,2380.00 ,2080.00 ,1737.00 ,0.23 ,0.00 ,0.00 
2208,台船,1134.00 ,948.00 ,939.00 ,897.00 ,0.06 ,3.00 ,0.00 
2211,長榮鋼,1145.00 ,953.00 ,993.00 ,951.00 ,0.21 ,4.00 ,0.01 
2227,裕日車,1552.00 ,1276.00 ,1182.00 ,1117.00 ,0.15 ,0.00 ,0.00 
2228,劍麟,800.00 ,686.00 ,630.00 ,534.00 ,0.11 ,1.00 ,0.00 
2231,為升,922.00 ,811.00 ,638.00 ,549.00 ,0.27 ,1.00 ,0.00 
2233,宇隆,926.00 ,804.00 ,833.00 ,711.00 ,0.27 ,1.00 ,0.00 
2236,百達-KY,N/A,N/A,N/A,N/A,0.19 ,0.00 ,0.00 
2239,英利-KY,N/A,N/A,N/A,N/A,0.00 ,0.00 ,0.00 
2241,艾姆勒,856.00 ,700.00 ,649.00 ,577.00 ,0.15 ,12.00 ,0.03 
2243,宏旭-KY,N/A,N/A,N/A,N/A,0.04 ,0.00 ,0.00 
2247,汎德永業,1133.00 ,952.00 ,1035.00 ,815.00 ,0.09 ,11.00 ,0.01 
2250,IKKA-KY,N/A,N/A,N/A,N/A,0.37 ,0.00 ,0.00 
2301,光寶科,1662.00 ,1488.00 ,1472.00 ,1129.00 ,0.23 ,40.00 ,0.00 
2302,麗正,733.00 ,609.00 ,613.00 ,497.00 ,0.05 ,0.00 ,0.00 
2303,聯電,2525.00 ,2334.00 ,2080.00 ,1656.00 ,0.22 ,13.00 ,0.00 
2305,全友,961.00 ,815.00 ,717.00 ,710.00 ,0.25 ,0.00 ,0.00 
2308,台達電,1831.00 ,1625.00 ,1701.00 ,1422.00 ,0.32 ,236.00 ,0.00 
2312,金寶,2013.00 ,1765.00 ,1411.00 ,1219.00 ,0.27 ,1.00 ,0.00 
2313,華通,1068.00 ,907.00 ,1004.00 ,894.00 ,0.15 ,60.00 ,0.01 
2314,台揚,1002.00 ,852.00 ,834.00 ,656.00 ,0.14 ,3.00 ,0.01 
2316,楠梓電,615.00 ,503.00 ,534.00 ,491.00 ,0.40 ,9.00 ,0.01 
2317,鴻海,2972.00 ,2501.00 ,2538.00 ,1768.00 ,0.21 ,241.00 ,0.00 
2321,東訊,1004.00 ,832.00 ,787.00 ,663.00 ,0.12 ,2.00 ,0.01 
2323,中環,737.00 ,630.00 ,597.00 ,576.00 ,0.26 ,12.00 ,0.02 
2324,仁寶,1491.00 ,1290.00 ,1352.00 ,1180.00 ,0.12 ,87.00 ,0.01 
2327,國巨,876.00 ,772.00 ,740.00 ,642.00 ,0.34 ,8.00 ,0.00 
2328,廣宇,2127.00 ,1811.00 ,1370.00 ,1264.00 ,0.27 ,0.00 ,0.00 
2329,華泰,791.00 ,652.00 ,702.00 ,620.00 ,0.45 ,7.00 ,0.00 
2330,台積電,3446.00 ,3175.00 ,3167.00 ,2435.00 ,0.13 ,35.00 ,0.00 
2331,精英,1639.00 ,1442.00 ,1271.00 ,1044.00 ,0.32 ,9.00 ,0.01 
2332,友訊,1274.00 ,1083.00 ,1078.00 ,974.00 ,0.56 ,0.00 ,0.00 
2337,旺宏,2041.00 ,1813.00 ,1729.00 ,1281.00 ,0.28 ,2.00 ,0.00 
2338,光罩,1234.00 ,1042.00 ,1111.00 ,936.00 ,0.03 ,4.00 ,0.01 
2340,台亞,1079.00 ,941.00 ,806.00 ,693.00 ,0.26 ,0.00 ,0.00 
2342,茂矽,1096.00 ,925.00 ,963.00 ,858.00 ,0.26 ,11.00 ,0.00 
2344,華邦電,2451.00 ,2254.00 ,1926.00 ,1580.00 ,0.01 ,3.00 ,0.00 
2345,智邦,1456.00 ,1289.00 ,1324.00 ,934.00 ,0.25 ,12.00 ,0.00 
