id,name,welfare_mean,salary_mean,ft_salary_mean,ft_salary_med,pt_fe_ratio,oa_num,oa_ratio
4414,如興,1552.00 ,1346.00 ,980.00 ,797.00 ,0.25 ,0,0.00 
4426,利勤,490.00 ,405.00 ,418.00 ,397.00 ,0.43 ,19,0.02 
4438,廣越,1037.00 ,868.00 ,835.00 ,772.00 ,0.47 ,0,0.00 
4439,冠星-KY,N/A,N/A,N/A,N/A,0.32 ,0,0.00 
4440,宜新實業,823.00 ,718.00 ,609.00 ,620.00 ,0.00 ,0,0.00 
4526,東台,774.00 ,630.00 ,656.00 ,595.00 ,0.01 ,12,0.02 
4532,瑞智,1015.00 ,840.00 ,922.00 ,791.00 ,0.13 ,5,0.02 
4536,拓凱,1074.00 ,919.00 ,703.00 ,555.00 ,0.17 ,1,0.00 
4540,全球傳動,670.00 ,563.00 ,585.00 ,523.00 ,0.21 ,8,0.01 
4545,銘鈺,766.00 ,649.00 ,610.00 ,524.00 ,0.33 ,3,0.01 
4551,智伸科,2240.00 ,2024.00 ,1279.00 ,1027.00 ,0.33 ,0,0.00 
4552,力達-KY,N/A,N/A,N/A,N/A,0.20 ,0,0.00 
4555,氣立,707.00 ,573.00 ,498.00 ,440.00 ,0.28 ,0,0.00 
4557,永新-KY,N/A,N/A,N/A,N/A,0.00 ,6,0.01 
4560,強信-KY,N/A,N/A,N/A,N/A,0.05 ,9,0.01 
4562,穎漢,677.00 ,572.00 ,554.00 ,469.00 ,0.49 ,8,0.02 
4564,元翎,707.00 ,586.00 ,580.00 ,510.00 ,0.28 ,7,0.02 
4566,時碩工業,997.00 ,868.00 ,683.00 ,541.00 ,0.15 ,0,0.00 
4571,鈞興-KY,N/A,N/A,N/A,N/A,0.05 ,0,0.00 
4572,駐龍,595.00 ,508.00 ,532.00 ,474.00 ,0.25 ,1,0.00 
4576,大銀微系統,1062.00 ,928.00 ,876.00 ,762.00 ,0.18 ,2,0.00 
4581,光隆精密-KY,N/A,N/A,N/A,N/A,0.15 ,0,0.00 
4583,台灣精銳,733.00 ,635.00 ,N/A,N/A,0.29 ,5,0.01 
4720,德淵,960.00 ,797.00 ,727.00 ,658.00 ,0.24 ,1,0.00 
4722,國精化,1112.00 ,964.00 ,818.00 ,776.00 ,0.11 ,1,0.00 
4736,泰博,889.00 ,766.00 ,654.00 ,535.00 ,0.01 ,0,0.00 
4737,華廣,646.00 ,543.00 ,543.00 ,472.00 ,0.33 ,2,0.00 
4739,康普,1151.00 ,983.00 ,764.00 ,683.00 ,0.18 ,1,0.01 
4746,台耀,1146.00 ,1007.00 ,965.00 ,899.00 ,0.26 ,41,0.05 
4755,三福化,1109.00 ,886.00 ,969.00 ,859.00 ,0.00 ,1,0.00 
4763,材料-KY,N/A,N/A,N/A,N/A,0.08 ,23,0.06 
4764,雙鍵,947.00 ,823.00 ,730.00 ,663.00 ,0.22 ,0,0.00 
4766,南寶,1023.00 ,881.00 ,807.00 ,719.00 ,0.10 ,5,0.01 
4770,上品,1162.00 ,1019.00 ,931.00 ,753.00 ,0.13 ,10,0.03 
4807,日成-KY,N/A,N/A,N/A,N/A,0.38 ,0,0.00 
4904,遠傳,1146.00 ,965.00 ,962.00 ,837.00 ,0.32 ,27,0.01 
4906,正文,1138.00 ,963.00 ,952.00 ,812.00 ,0.03 ,5,0.02 
4912,聯德控股-KY,N/A,N/A,N/A,N/A,0.15 ,180,0.31 
4915,致伸,2108.00 ,1869.00 ,1662.00 ,1362.00 ,0.24 ,23,0.00 
4916,事欣科,1809.00 ,1634.00 ,674.00 ,669.00 ,0.50 ,0,0.00 
4919,新唐,1899.00 ,1742.00 ,1691.00 ,1341.00 ,0.13 ,5,0.00 
4927,泰鼎-KY,N/A,N/A,N/A,N/A,0.33 ,73,0.01 
4930,燦星網,993.00 ,839.00 ,799.00 ,612.00 ,0.40 ,0,0.00 
4934,太極,1509.00 ,1346.00 ,898.00 ,835.00 ,0.25 ,0,0.00 
4935,茂林-KY,N/A,N/A,N/A,N/A,0.30 ,0,0.00 
4938,和碩,1490.00 ,1264.00 ,1236.00 ,984.00 ,0.18 ,8,0.00 
4942,嘉彰,1147.00 ,1011.00 ,764.00 ,572.00 ,0.26 ,0,0.00 
4943,康控-KY,N/A,N/A,N/A,N/A,0.00 ,0,0.00 
4952,凌通,2717.00 ,2472.00 ,2346.00 ,2223.00 ,0.17 ,0,0.00 
4956,光鋐,742.00 ,622.00 ,660.00 ,566.00 ,0.26 ,0,0.00 
4958,臻鼎-KY,N/A,N/A,N/A,N/A,0.15 ,34,0.00 
4960,誠美材,971.00 ,777.00 ,766.00 ,696.00 ,0.12 ,20,0.02 
4961,天鈺,2909.00 ,2672.00 ,2345.00 ,1836.00 ,0.25 ,0,0.00 
4967,十銓,770.00 ,637.00 ,614.00 ,536.00 ,0.10 ,0,0.00 
4968,立積,1548.00 ,1350.00 ,1480.00 ,1205.00 ,0.04 ,0,0.00 
4976,佳凌,617.00 ,523.00 ,549.00 ,522.00 ,0.20 ,4,0.00 
4977,眾達-KY,N/A,N/A,N/A,N/A,0.25 ,0,0.00 
4989,榮科,1374.00 ,1154.00 ,1119.00 ,1071.00 ,0.21 ,0,0.00 
4994,傳奇,902.00 ,765.00 ,723.00 ,650.00 ,0.43 ,0,0.00 
4999,鑫禾,841.00 ,725.00 ,684.00 ,530.00 ,0.25 ,0,0.00 
5007,三星,839.00 ,699.00 ,703.00 ,667.00 ,0.10 ,20,0.01 
5203,訊連,1692.00 ,1491.00 ,1405.00 ,1125.00 ,0.15 ,0,0.00 
5215,科嘉-KY,N/A,N/A,N/A,N/A,0.35 ,9,0.00 
5222,全訊,999.00 ,813.00 ,765.00 ,691.00 ,0.00 ,0,0.00 
5225,東科-KY,N/A,N/A,N/A,N/A,0.17 ,0,0.00 
5234,達興材料,1790.00 ,1595.00 ,1466.00 ,1097.00 ,0.23 ,0,0.00 
5243,乙盛-KY,N/A,N/A,N/A,N/A,0.19 ,1,0.00 
5244,弘凱,1984.00 ,1802.00 ,1189.00 ,934.00 ,0.00 ,0,0.00 
5258,虹堡,906.00 ,752.00 ,707.00 ,586.00 ,0.02 ,0,0.00 
5269,祥碩,3882.00 ,3605.00 ,2475.00 ,1984.00 ,0.09 ,0,0.00 
5283,禾聯碩,778.00 ,667.00 ,665.00 ,606.00 ,0.14 ,11,0.02 
5284,jpp-KY,N/A,N/A,N/A,N/A,0.19 ,21,0.02 
5285,界霖,697.00 ,614.00 ,568.00 ,538.00 ,0.45 ,1,0.00 
5288,豐祥-KY,N/A,N/A,N/A,N/A,0.08 ,7,0.00 
5306,桂盟,1463.00 ,1302.00 ,803.00 ,691.00 ,0.30 ,0,0.00 
5388,中磊,1066.00 ,915.00 ,912.00 ,591.00 ,0.18 ,3,0.00 
5434,崇越,2137.00 ,1893.00 ,1529.00 ,1179.00 ,0.24 ,0,0.00 
5469,瀚宇博,1138.00 ,989.00 ,828.00 ,730.00 ,0.17 ,7,0.01 
5471,松翰,2364.00 ,2143.00 ,2127.00 ,1925.00 ,0.14 ,0,0.00 
5484,慧友,797.00 ,648.00 ,670.00 ,584.00 ,0.27 ,0,0.00 
5515,建國,1104.00 ,942.00 ,917.00 ,748.00 ,0.18 ,0,0.00 
5519,隆大,1583.00 ,1323.00 ,1028.00 ,955.00 ,0.05 ,1,0.01 
5521,工信,712.00 ,594.00 ,709.00 ,585.00 ,0.05 ,0,0.00 
5522,遠雄,2643.00 ,2350.00 ,1936.00 ,1729.00 ,0.38 ,0,0.00 
5525,順天,899.00 ,751.00 ,759.00 ,777.00 ,0.30 ,0,0.00 
5531,鄉林,1134.00 ,986.00 ,707.00 ,608.00 ,0.00 ,0,0.00 
5533,皇鼎,1354.00 ,999.00 ,832.00 ,804.00 ,0.45 ,0,0.00 
5534,長虹,1482.00 ,1288.00 ,946.00 ,913.00 ,0.12 ,0,0.00 
5538,東明-KY,N/A,N/A,N/A,N/A,0.50 ,0,0.00 
5546,永固-KY,N/A,N/A,N/A,N/A,0.22 ,0,0.00 
5607,遠雄港,3325.00 ,2942.00 ,1015.00 ,885.00 ,0.50 ,0,0.00 
5608,四維航,2193.00 ,2033.00 ,1739.00 ,1570.00 ,0.75 ,0,0.00 
5706,鳳凰,336.00 ,239.00 ,406.00 ,377.00 ,0.50 ,0,0.00 
5871,中租-KY,N/A,N/A,N/A,N/A,0.29 ,8,0.00 
5876,上海商銀,1669.00 ,1332.00 ,1290.00 ,1191.00 ,0.24 ,12,0.00 
5880,合庫金,1910.00 ,1514.00 ,1456.00 ,1344.00 ,0.56 ,4,0.00 
5906,台南-KY,N/A,N/A,N/A,N/A,0.33 ,0,0.00 
5907,大洋-KY,N/A,N/A,N/A,N/A,0.52 ,0,0.00 
6005,群益證,1543.00 ,1373.00 ,1216.00 ,845.00 ,0.49 ,6,0.00 
6024,群益期,1395.00 ,1212.00 ,1197.00 ,840.00 ,0.29 ,2,0.01 
6108,競國,694.00 ,609.00 ,580.00 ,546.00 ,0.17 ,0,0.00 
6112,邁達特,1130.00 ,963.00 ,992.00 ,788.00 ,0.43 ,4,0.01 
6115,鎰勝,1100.00 ,963.00 ,844.00 ,684.00 ,0.21 ,0,0.00 
6116,彩晶,1360.00 ,1240.00 ,1157.00 ,1014.00 ,0.13 ,21,0.01 
6117,迎廣,731.00 ,626.00 ,633.00 ,522.00 ,0.27 ,6,0.01 
6120,達運,1271.00 ,1065.00 ,890.00 ,711.00 ,0.18 ,3,0.00 
6128,上福,769.00 ,654.00 ,564.00 ,494.00 ,0.16 ,2,0.00 
6133,金橋,875.00 ,730.00 ,680.00 ,577.00 ,0.17 ,0,0.00 
6136,富爾特,1152.00 ,1019.00 ,840.00 ,739.00 ,0.38 ,0,0.00 
6139,亞翔,742.00 ,596.00 ,551.00 ,463.00 ,0.13 ,2,0.00 
6141,柏承,715.00 ,599.00 ,588.00 ,512.00 ,0.01 ,4,0.01 
6142,友勁,737.00 ,611.00 ,566.00 ,408.00 ,0.26 ,1,0.00 
6152,百一,1185.00 ,1027.00 ,1017.00 ,882.00 ,0.00 ,0,0.00 
6153,嘉聯益,772.00 ,622.00 ,614.00 ,543.00 ,0.16 ,13,0.01 
6155,鈞寶,632.00 ,530.00 ,512.00 ,455.00 ,0.30 ,2,0.01 
6164,華興,874.00 ,723.00 ,653.00 ,584.00 ,0.21 ,0,0.00 
6165,浪凡,2494.00 ,2311.00 ,699.00 ,551.00 ,0.50 ,0,0.00 
6166,凌華,1372.00 ,1185.00 ,1087.00 ,981.00 ,0.23 ,1,0.00 
6168,宏齊,989.00 ,856.00 ,802.00 ,702.00 ,0.31 ,4,0.00 
6176,瑞儀,1516.00 ,1335.00 ,1195.00 ,919.00 ,0.25 ,17,0.02 
6177,達麗,1258.00 ,1062.00 ,913.00 ,752.00 ,0.18 ,0,0.00 
6183,關貿,1272.00 ,1102.00 ,1089.00 ,955.00 ,0.06 ,1,0.00 
6184,大豐電,975.00 ,844.00 ,610.00 ,514.00 ,0.44 ,1,0.01 
6189,豐藝,1784.00 ,1539.00 ,1165.00 ,913.00 ,0.00 ,0,0.00 
6191,精成科,3786.00 ,3437.00 ,2164.00 ,1787.00 ,0.21 ,0,0.00 
6192,巨路,1387.00 ,1217.00 ,1097.00 ,962.00 ,0.16 ,1,0.00 
6196,帆宣,1879.00 ,1663.00 ,1370.00 ,1116.00 ,0.15 ,0,0.00 
6197,佳必琪,1298.00 ,1133.00 ,890.00 ,784.00 ,0.42 ,2,0.01 
6201,亞弘電,733.00 ,614.00 ,598.00 ,524.00 ,0.03 ,4,0.00 
6202,盛群,2503.00 ,2280.00 ,2036.00 ,1796.00 ,0.23 ,0,0.00 
6205,詮欣,1012.00 ,873.00 ,749.00 ,589.00 ,0.45 ,0,0.00 
6206,飛捷,1030.00 ,902.00 ,894.00 ,721.00 ,0.30 ,0,0.00 
6209,今國光,621.00 ,490.00 ,511.00 ,467.00 ,0.20 ,13,0.01 
6213,聯茂,1207.00 ,1032.00 ,872.00 ,609.00 ,0.13 ,0,0.00 
6214,精誠,1107.00 ,940.00 ,962.00 ,787.00 ,0.23 ,5,0.00 
6215,和椿,1213.00 ,1054.00 ,1077.00 ,971.00 ,0.03 ,0,0.00 
6216,居易,1306.00 ,1133.00 ,990.00 ,865.00 ,0.16 ,0,0.00 
6224,聚鼎,1387.00 ,1214.00 ,949.00 ,798.00 ,0.05 ,1,0.00 
6225,天瀚,1098.00 ,921.00 ,1015.00 ,1055.00 ,0.66 ,0,0.00 
6226,光鼎,1249.00 ,1103.00 ,859.00 ,711.00 ,0.50 ,0,0.00 
6230,尼得科超眾,756.00 ,630.00 ,685.00 ,553.00 ,0.18 ,7,0.01 
6235,華孚,1452.00 ,1296.00 ,932.00 ,729.00 ,0.23 ,0,0.00 
6239,力成,1041.00 ,908.00 ,891.00 ,734.00 ,0.30 ,9,0.00 
6243,迅杰,1752.00 ,1539.00 ,1211.00 ,1167.00 ,0.06 ,68,0.00 
6257,矽格,964.00 ,831.00 ,760.00 ,588.00 ,0.27 ,6,0.00 
6269,台郡,838.00 ,670.00 ,632.00 ,560.00 ,0.17 ,2,0.00 
6271,同欣電,1021.00 ,888.00 ,893.00 ,620.00 ,0.27 ,27,0.01 
6277,宏正,1333.00 ,1148.00 ,1087.00 ,929.00 ,0.17 ,1,0.00 
6278,台表科,1086.00 ,955.00 ,665.00 ,539.00 ,0.38 ,0,0.00 
6281,全國電,917.00 ,768.00 ,783.00 ,715.00 ,0.25 ,13,0.01 
6282,康舒,1151.00 ,985.00 ,988.00 ,767.00 ,0.03 ,41,0.00 
6283,淳安,1188.00 ,1015.00 ,901.00 ,762.00 ,0.46 ,0,0.00 
6285,啟碁,1075.00 ,915.00 ,984.00 ,736.00 ,0.21 ,18,0.00 
6288,聯嘉,814.00 ,666.00 ,764.00 ,512.00 ,0.18 ,2,0.02 
6405,悅城,757.00 ,654.00 ,669.00 ,648.00 ,0.26 ,5,0.02 
6409,旭隼,2133.00 ,1916.00 ,1254.00 ,1077.00 ,0.33 ,10,0.00 
6412,群電,2149.00 ,1921.00 ,1616.00 ,1352.00 ,0.19 ,0,0.00 
6414,樺漢,1458.00 ,1269.00 ,1118.00 ,1044.00 ,0.17 ,0,0.00 
6415,矽力*-KY,N/A,N/A,N/A,N/A,0.13 ,0,0.00 
6416,瑞祺電通,863.00 ,716.00 ,678.00 ,589.00 ,0.29 ,1,0.00 
6426,統新,775.00 ,648.00 ,609.00 ,541.00 ,0.00 ,0,0.00 
6431,光麗-KY,N/A,N/A,N/A,N/A,0.35 ,0,0.00 
6438,迅得,1216.00 ,1085.00 ,902.00 ,910.00 ,0.04 ,0,0.00 
6442,光聖,853.00 ,725.00 ,651.00 ,564.00 ,0.32 ,0,0.00 
6443,元晶,669.00 ,540.00 ,568.00 ,479.00 ,0.17 ,25,0.02 
6446,藥華藥,3686.00 ,3489.00 ,1153.00 ,918.00 ,0.48 ,0,0.00 
6449,鈺邦,1550.00 ,1379.00 ,984.00 ,777.00 ,0.18 ,0,0.00 
6451,訊芯-KY,N/A,N/A,N/A,N/A,0.24 ,0,0.00 
6456,GIS-KY,N/A,N/A,N/A,N/A,0.13 ,14,0.00 
6464,台數科,1565.00 ,1362.00 ,569.00 ,506.00 ,0.55 ,0,0.00 
6472,保瑞,1205.00 ,1066.00 ,689.00 ,513.00 ,0.29 ,2,0.00 
6477,安集,571.00 ,469.00 ,480.00 ,461.00 ,0.44 ,6,0.00 
6491,晶碩,883.00 ,763.00 ,768.00 ,649.00 ,0.28 ,48,0.03 
6504,南六,786.00 ,640.00 ,547.00 ,500.00 ,0.17 ,33,0.08 
6505,台塑化,1683.00 ,1490.00 ,1546.00 ,1452.00 ,0.08 ,2,0.00 
6515,穎崴,1060.00 ,907.00 ,909.00 ,763.00 ,0.23 ,0,0.00 
6525,捷敏-KY,N/A,N/A,N/A,N/A,0.51 ,3,0.00 
6531,愛普*,3604.00 ,3284.00 ,2594.00 ,1999.00 ,0.33 ,0,0.00 
6533,晶心科,1121.00 ,927.00 ,1824.00 ,1537.00 ,0.14 ,0,0.00 
6541,泰福-KY,N/A,N/A,N/A,N/A,0.14 ,0,0.00 
6550,北極星藥業-KY,N/A,N/A,N/A,N/A,0.38 ,0,0.00 
6552,易華電,588.00 ,514.00 ,526.00 ,473.00 ,0.25 ,0,0.00 
6558,興能高,1313.00 ,1134.00 ,827.00 ,721.00 ,0.45 ,0,0.00 
6573,虹揚-KY,N/A,N/A,N/A,N/A,0.15 ,0,0.00 
6579,研揚,1164.00 ,1035.00 ,946.00 ,817.00 ,0.14 ,3,0.01 
6581,鋼聯,1177.00 ,1009.00 ,814.00 ,805.00 ,0.09 ,0,0.00 
6582,申豐,2190.00 ,1999.00 ,1267.00 ,1044.00 ,0.20 ,0,0.00 
6585,鼎基,879.00 ,747.00 ,N/A,N/A,0.21 ,4,0.01 
6591,動力-KY,N/A,N/A,N/A,N/A,0.01 ,0,0.00 
6592,和潤企業,1449.00 ,1249.00 ,1186.00 ,939.00 ,0.18 ,0,0.00 
6598,ABC-KY,N/A,N/A,N/A,N/A,0.29 ,0,0.00 
6605,帝寶,669.00 ,559.00 ,586.00 ,547.00 ,0.12 ,7,0.00 
6625,必應,777.00 ,663.00 ,583.00 ,515.00 ,0.23 ,1,0.00 
6641,基士德-KY,N/A,N/A,N/A,N/A,0.31 ,1,0.00 
6655,科定,926.00 ,821.00 ,799.00 ,650.00 ,0.09 ,12,0.02 
6666,羅麗芬-KY,N/A,N/A,N/A,N/A,0.46 ,0,0.00 
6668,中揚光,901.00 ,779.00 ,729.00 ,670.00 ,0.22 ,2,0.00 
6669,緯穎,1228.00 ,1083.00 ,1158.00 ,978.00 ,0.22 ,5,0.00 
6670,復盛應用,973.00 ,817.00 ,810.00 ,708.00 ,0.20 ,8,0.01 
6671,三能-KY,N/A,N/A,N/A,N/A,0.37 ,9,0.01 
6672,騰輝電子-KY,N/A,N/A,N/A,N/A,0.17 ,11,0.01 
6674,鋐寶科技,1206.00 ,1044.00 ,919.00 ,770.00 ,0.20 ,0,0.00 
6691,洋基工程,2208.00 ,2057.00 ,1211.00 ,1002.00 ,0.14 ,12,0.02 
6698,旭暉應材,691.00 ,567.00 ,551.00 ,461.00 ,0.30 ,0,0.00 
6706,惠特,1237.00 ,1125.00 ,997.00 ,671.00 ,0.24 ,1,0.00 
6715,嘉基,1587.00 ,1380.00 ,1047.00 ,953.00 ,0.14 ,94,0.00 
6719,力智,2603.00 ,2354.00 ,1877.00 ,1573.00 ,0.03 ,0,0.00 
6743,安普新,1140.00 ,978.00 ,849.00 ,717.00 ,0.20 ,3,0.02 
6754,匯僑設計,1160.00 ,989.00 ,995.00 ,879.00 ,0.32 ,3,0.01 
6756,威鋒電子,2776.00 ,2520.00 ,2389.00 ,1714.00 ,0.18 ,0,0.00 
6768,志強-KY,N/A,N/A,N/A,N/A,0.39 ,1,0.00 
6770,力積電,1953.00 ,1758.00 ,1501.00 ,1315.00 ,0.13 ,4,0.00 
6776,展碁國際,1432.00 ,1188.00 ,1057.00 ,903.00 ,0.45 ,0,0.00 
6781,AES-KY,N/A,N/A,N/A,N/A,0.12 ,0,0.00 
6789,采鈺,1536.00 ,1340.00 ,1381.00 ,1086.00 ,0.20 ,0,0.00 
6790,永豐實,1018.00 ,840.00 ,827.00 ,714.00 ,0.35 ,8,0.01 
6792,詠業,1089.00 ,961.00 ,836.00 ,666.00 ,0.11 ,11,0.02 
6796,晉弘,935.00 ,782.00 ,N/A,N/A,0.24 ,0,0.00 
6799,來頡,2881.00 ,2672.00 ,N/A,N/A,0.18 ,0,0.00 
6806,森崴能源,1624.00 ,1460.00 ,1068.00 ,781.00 ,0.10 ,0,0.00 
6807,峰源-KY,N/A,N/A,N/A,N/A,0.29 ,370,0.20 
8011,台通,646.00 ,529.00 ,593.00 ,553.00 ,0.29 ,7,0.03 
8016,矽創,5225.00 ,4949.00 ,4263.00 ,3885.00 ,0.28 ,1,0.00 
8021,尖點,1052.00 ,953.00 ,721.00 ,631.00 ,0.19 ,0,0.00 
8028,昇陽半導體,960.00 ,801.00 ,713.00 ,688.00 ,0.34 ,10,0.01 
8033,雷虎,1115.00 ,967.00 ,609.00 ,593.00 ,0.11 ,39,0.00 
8039,台虹,1052.00 ,847.00 ,811.00 ,727.00 ,0.10 ,3,0.00 
8046,南電,1352.00 ,1196.00 ,1184.00 ,1147.00 ,0.10 ,0,0.00 
8070,長華*,3323.00 ,3086.00 ,1981.00 ,1312.00 ,0.34 ,0,0.00 
8072,陞泰,1017.00 ,894.00 ,554.00 ,475.00 ,0.50 ,0,0.00 
8081,致新,3033.00 ,2756.00 ,2601.00 ,2470.00 ,0.21 ,0,0.00 
8101,華冠,1100.00 ,938.00 ,818.00 ,647.00 ,0.14 ,1,0.00 
8103,瀚荃,1191.00 ,1012.00 ,928.00 ,790.00 ,0.33 ,0,0.00 
8104,錸寶,973.00 ,813.00 ,702.00 ,597.00 ,0.05 ,5,0.02 
8105,凌巨,905.00 ,770.00 ,762.00 ,657.00 ,0.25 ,3,0.00 
8110,華東,689.00 ,587.00 ,575.00 ,505.00 ,0.34 ,4,0.00 
8112,至上,2509.00 ,2121.00 ,1380.00 ,1238.00 ,0.15 ,0,0.00 
8114,振樺電,849.00 ,725.00 ,691.00 ,565.00 ,0.48 ,1,0.00 
8131,福懋科,676.00 ,581.00 ,572.00 ,543.00 ,0.07 ,2,0.00 
8150,南茂,1214.00 ,1018.00 ,1043.00 ,993.00 ,0.21 ,6,0.00 
8163,達方,1389.00 ,1217.00 ,1125.00 ,941.00 ,0.19 ,2,0.00 
8201,無敵,1120.00 ,939.00 ,829.00 ,754.00 ,0.29 ,0,0.00 
8210,勤誠,1922.00 ,1676.00 ,1299.00 ,900.00 ,0.17 ,0,0.00 
8213,志超,3668.00 ,3425.00 ,1549.00 ,1337.00 ,0.28 ,2,0.01 
8215,明基材,1192.00 ,1032.00 ,1055.00 ,745.00 ,0.27 ,4,0.00 
8222,寶一,589.00 ,488.00 ,462.00 ,428.00 ,0.29 ,0,0.00 
8249,菱光,2102.00 ,1854.00 ,1425.00 ,1198.00 ,0.17 ,0,0.00 
8261,富鼎,2320.00 ,2058.00 ,1897.00 ,1512.00 ,0.15 ,3,0.02 
8271,宇瞻,1413.00 ,1178.00 ,1084.00 ,959.00 ,0.31 ,0,0.00 
8341,日友,1259.00 ,1102.00 ,942.00 ,705.00 ,0.09 ,7,0.02 
8367,建新國際,929.00 ,785.00 ,761.00 ,686.00 ,0.32 ,16,0.03 
8374,羅昇,1313.00 ,1133.00 ,946.00 ,836.00 ,0.20 ,0,0.00 
8404,百和興業-KY,N/A,N/A,N/A,N/A,0.00 ,27,0.01 
8411,福貞-KY,N/A,N/A,N/A,N/A,0.27 ,8,0.01 
8422,可寧衛,1129.00 ,964.00 ,838.00 ,647.00 ,0.00 ,3,0.02 
8429,金麗-KY,N/A,N/A,N/A,N/A,0.00 ,0,0.00 
8438,昶昕,849.00 ,733.00 ,655.00 ,559.00 ,0.33 ,3,0.00 
8442,威宏-KY,N/A,N/A,N/A,N/A,0.00 ,0,0.00 
8443,阿瘦,578.00 ,468.00 ,512.00 ,461.00 ,0.50 ,15,0.03 
8454,富邦媒,975.00 ,803.00 ,867.00 ,743.00 ,0.56 ,47,0.02 
8462,柏文,840.00 ,738.00 ,522.00 ,455.00 ,0.52 ,7,0.00 
8463,潤泰材,868.00 ,713.00 ,643.00 ,555.00 ,0.01 ,5,0.02 
8464,億豐,1952.00 ,1733.00 ,1373.00 ,1095.00 ,0.23 ,4,0.02 
8466,美吉吉-KY,N/A,N/A,N/A,N/A,0.22 ,21,0.02 
8467,波力-KY,N/A,N/A,N/A,N/A,0.08 ,0,0.00 
8473,山林水,575.00 ,467.00 ,520.00 ,464.00 ,0.00 ,0,0.00 
8476,台境,841.00 ,711.00 ,586.00 ,519.00 ,0.15 ,0,0.00 
8478,東哥遊艇,1173.00 ,1078.00 ,857.00 ,794.00 ,0.19 ,5,0.01 
8481,政伸,1296.00 ,1157.00 ,1111.00 ,1022.00 ,0.38 ,3,0.01 
8482,商億-KY,N/A,N/A,N/A,N/A,0.05 ,155,0.08 
8488,吉源-KY,N/A,N/A,N/A,N/A,0.22 ,0,0.00 
8499,鼎炫-KY,N/A,N/A,N/A,N/A,0.40 ,0,0.00 
8926,台汽電,1684.00 ,1413.00 ,1192.00 ,1029.00 ,0.15 ,0,0.00 
8940,新天地,719.00 ,593.00 ,546.00 ,462.00 ,0.49 ,6,0.01 
8996,高力,923.00 ,809.00 ,756.00 ,716.00 ,0.22 ,3,0.01 
9802,鈺齊-KY,N/A,N/A,N/A,N/A,0.68 ,34,0.02 
9902,台火,1227.00 ,994.00 ,668.00 ,710.00 ,0.38 ,0,0.00 
9904,寶成,924.00 ,788.00 ,813.00 ,598.00 ,0.54 ,8,0.00 
9905,大華,795.00 ,633.00 ,668.00 ,625.00 ,0.20 ,2,0.01 
9906,欣巴巴,1135.00 ,968.00 ,676.00 ,558.00 ,0.57 ,1,0.02 
9907,統一實,992.00 ,826.00 ,824.00 ,791.00 ,0.10 ,7,0.01 
9908,大台北,1249.00 ,1074.00 ,1022.00 ,978.00 ,0.04 ,0,0.00 
9910,豐泰,1321.00 ,1147.00 ,1154.00 ,862.00 ,0.42 ,68,0.00 
9911,櫻花,943.00 ,825.00 ,748.00 ,637.00 ,0.23 ,7,0.01 
9912,偉聯,1439.00 ,1220.00 ,856.00 ,774.00 ,0.10 ,0,0.00 
9914,美利達,1081.00 ,965.00 ,938.00 ,773.00 ,0.16 ,15,0.01 
9917,中保科,905.00 ,760.00 ,729.00 ,677.00 ,0.29 ,41,0.02 
9918,欣天然,1211.00 ,1032.00 ,938.00 ,865.00 ,0.24 ,0,0.00 
9919,康那香,760.00 ,648.00 ,552.00 ,484.00 ,0.40 ,12,0.01 
9921,巨大,1030.00 ,894.00 ,875.00 ,710.00 ,0.33 ,0,0.00 
9924,福興,684.00 ,578.00 ,552.00 ,466.00 ,0.28 ,10,0.01 
9925,新保,813.00 ,676.00 ,659.00 ,609.00 ,0.06 ,19,0.01 
9926,新海,1159.00 ,979.00 ,1222.00 ,1279.00 ,0.24 ,0,0.00 
9927,泰銘,902.00 ,757.00 ,668.00 ,633.00 ,0.09 ,0,0.00 
9928,中視,782.00 ,653.00 ,683.00 ,623.00 ,0.29 ,3,0.01 
9929,秋雨,654.00 ,536.00 ,501.00 ,470.00 ,0.40 ,1,0.01 
9930,中聯資源,1756.00 ,1526.00 ,1368.00 ,1259.00 ,0.09 ,0,0.00 
9931,欣高,1100.00 ,937.00 ,897.00 ,820.00 ,0.02 ,0,0.00 
9933,中鼎,1436.00 ,1249.00 ,1191.00 ,1074.00 ,0.14 ,0,0.00 
9934,成霖,1259.00 ,1088.00 ,624.00 ,589.00 ,0.34 ,0,0.00 
9935,慶豐富,634.00 ,563.00 ,544.00 ,478.00 ,0.17 ,6,0.01 
9937,全國,438.00 ,367.00 ,487.00 ,393.00 ,0.48 ,27,0.01 
9938,百和,880.00 ,767.00 ,671.00 ,525.00 ,0.14 ,20,0.02 
9939,宏全,766.00 ,673.00 ,648.00 ,599.00 ,0.05 ,2,0.01 
9940,信義,1570.00 ,1412.00 ,1263.00 ,945.00 ,0.19 ,191,0.04 
9941,裕融,1732.00 ,1560.00 ,1285.00 ,1063.00 ,0.29 ,3,0.00 
9942,茂順,703.00 ,590.00 ,567.00 ,518.00 ,0.20 ,4,0.00 
9943,好樂迪,464.00 ,383.00 ,419.00 ,374.00 ,0.05 ,14,0.01 
9944,新麗,714.00 ,613.00 ,608.00 ,525.00 ,0.38 ,0,0.00 
9945,潤泰新,1110.00 ,983.00 ,653.00 ,376.00 ,0.38 ,0,0.00 
