id,name,call_num
3019,亞光,1
3021,鴻名,1
3022,威強電,2
3023,信邦,1
3024,憶聲,1
3025,星通,1
3026,禾伸堂,4
3027,盛達,1
3028,增你強,1
3029,零壹,2
3030,德律,2
3031,佰鴻,1
3032,偉訓,1
3033,威健,1
3034,聯詠,4
3035,智原,4
3036,文曄,23
3037,欣興,29
3038,全台,1
3040,遠見,1
3041,揚智,2
3042,晶技,6
3043,科風,1
3044,健鼎,4
3045,台灣大,15
3046,建碁,1
3047,訊舟,1
3049,精金,1
3050,鈺德,1
3051,力特,1
3052,夆典,1
3054,立萬利,1
3055,蔚華科,1
3056,富華新,1
3057,喬鼎,1
3058,立德,1
3059,華晶科,2
3060,銘異,1
3062,建漢,1
3090,日電貿,2
3092,鴻碩,1
3094,聯傑,1
3130,一零四,2
3138,耀登,1
3149,正達,1
3164,景岳,2
3167,大量,4
3189,景碩,33
3209,全科,2
3229,晟鈦,1
3231,緯創,6
3257,虹冠電,1
3266,昇陽,1
3296,勝德,1
3305,昇貿,1
3308,聯德,1
3311,閎暉,1
3312,弘憶股,3
3321,同泰,1
3338,泰碩,1
3346,麗清,2
3356,奇偶,1
3376,新日興,7
3380,明泰,2
3406,玉晶光,1
3413,京鼎,4
3416,融程電,1
3419,譁裕,1
3432,台端,1
3437,榮創,1
3443,創意,22
3447,展達,1
3450,聯鈞,1
3454,晶睿,2
3481,群創,4
3494,誠研,1
3501,維熹,1
3504,揚明光,2
3515,華擎,4
3518,柏騰,1
3528,安馳,1
3530,晶相光,2
3532,台勝科,2
3533,嘉澤,10
3535,晶彩科,2
3543,州巧,1
3545,敦泰,4
3550,聯穎,1
3557,嘉威,1
3563,牧德,2
3576,聯合再生,2
3583,辛耘,4
3588,通嘉,1
3591,艾笛森,2
3592,瑞鼎,3
3593,力銘,1
3596,智易,20
3605,宏致,1
3607,谷崧,1
3617,碩天,1
3622,洋華,1
3645,達邁,1
3652,精聯,1
3653,健策,1
3661,世芯-KY,4
3665,貿聯-KY,40
3669,圓展,2
3673,TPK-KY,2
3679,新至陞,1
3686,達能,1
3694,海華,1
3701,大眾控,1
3702,大聯大,8
3703,欣陸,6
3704,合勤控,2
3705,永信,2
3706,神達,2
3708,上緯投控,1
3711,日月光投控,19
3712,永崴投控,2
3714,富采,7
3715,定穎投控,4
4104,佳醫,2
4106,雃博,2
4108,懷特,1
4119,旭富,2
4133,亞諾法,1
4137,麗豐-KY,6
4142,國光生,6
4148,全宇生技-KY,1
4155,訊映,1
4164,承業醫,2
4190,佐登-KY,1
4306,炎洲,1
4414,如興,1
4426,利勤,1
4438,廣越,2
4439,冠星-KY,3
4440,宜新實業,1
4526,東台,1
4532,瑞智,1
4536,拓凱,4
4540,全球傳動,2
4545,銘鈺,1
4551,智伸科,18
4552,力達-KY,1
4555,氣立,1
4557,永新-KY,1
4560,強信-KY,1
4562,穎漢,1
4564,元翎,1
4566,時碩工業,6
4571,鈞興-KY,4
4572,駐龍,2
4576,大銀微系統,2
4581,光隆精密-KY,1
4583,台灣精銳,1
4720,德淵,2
4722,國精化,1
4736,泰博,1
4737,華廣,1
4739,康普,4
4746,台耀,1
4755,三福化,1
4763,材料-KY,5
4764,雙鍵,1
4766,南寶,6
4770,上品,5
4807,日成-KY,1
4904,遠傳,11
4906,正文,1
4912,聯德控股-KY,2
4915,致伸,17
4916,事欣科,1
4919,新唐,4
4927,泰鼎-KY,6
4930,燦星網,2
4934,太極,1
4935,茂林-KY,2
4938,和碩,9
4942,嘉彰,1
4943,康控-KY,1
4952,凌通,1
4956,光鋐,1
4958,臻鼎-KY,18
4960,誠美材,2
4961,天鈺,4
4967,十銓,1
4968,立積,57
4976,佳凌,1
4977,眾達-KY,1
4989,榮科,1
4994,傳奇,2
4999,鑫禾,1
5007,三星,1
5203,訊連,4
5215,科嘉-KY,1
5222,全訊,1
5225,東科-KY,1
5234,達興材料,1
5243,乙盛-KY,2
5244,弘凱,1
5258,虹堡,2
5269,祥碩,2
5283,禾聯碩,1
5284,jpp-KY,5
5285,界霖,3
5288,豐祥-KY,4
5306,桂盟,100
5388,中磊,2
5434,崇越,4
5469,瀚宇博,1
5471,松翰,4
5484,慧友,1
5515,建國,2
5519,隆大,1
5521,工信,1
5522,遠雄,3
5525,順天,1
5531,鄉林,1
5533,皇鼎,1
5534,長虹,1
5538,東明-KY,1
5546,永固-KY,2
5607,遠雄港,1
5608,四維航,2
5706,鳳凰,2
5871,中租-KY,17
5876,上海商銀,1
5880,合庫金,4
5906,台南-KY,1
5907,大洋-KY,1
6005,群益證,4
6024,群益期,2
6108,競國,1
6112,邁達特,4
6115,鎰勝,1
6116,彩晶,2
6117,迎廣,1
6120,達運,1
6128,上福,1
6133,金橋,1
6136,富爾特,1
6139,亞翔,1
6141,柏承,1
6142,友勁,1
6152,百一,1
6153,嘉聯益,2
6155,鈞寶,1
6164,華興,1
6165,浪凡,1
6166,凌華,2
6168,宏齊,2
6176,瑞儀,4
6177,達麗,1
6183,關貿,2
6184,大豐電,1
6189,豐藝,1
6191,精成科,1
6192,巨路,2
6196,帆宣,2
6197,佳必琪,2
6201,亞弘電,1
6202,盛群,4
6205,詮欣,2
6206,飛捷,2
6209,今國光,1
6213,聯茂,22
6214,精誠,4
6215,和椿,1
6216,居易,1
6224,聚鼎,2
6225,天瀚,1
6226,光鼎,1
6230,尼得科超眾,1
6235,華孚,1
6239,力成,4
6243,迅杰,4
6257,矽格,1
6269,台郡,7
6271,同欣電,8
6277,宏正,6
6278,台表科,1
6281,全國電,2
6282,康舒,1
6283,淳安,1
6285,啟碁,13
6288,聯嘉,4
6405,悅城,1
6409,旭隼,17
6412,群電,10
6414,樺漢,9
6415,矽力*-KY,12
6416,瑞祺電通,1
6426,統新,2
6431,光麗-KY,1
6438,迅得,2
6442,光聖,2
6443,元晶,2
6446,藥華藥,9
6449,鈺邦,1
6451,訊芯-KY,1
6456,GIS-KY,4
6464,台數科,2
6472,保瑞,2
6477,安集,1
6491,晶碩,16
6504,南六,1
6505,台塑化,4
6515,穎崴,2
6525,捷敏-KY,1
6531,愛普*,4
6533,晶心科,2
6541,泰福-KY,1
6550,北極星藥業-KY,4
6552,易華電,1
6558,興能高,1
6573,虹揚-KY,2
6579,研揚,2
6581,鋼聯,3
6582,申豐,2
6585,鼎基,2
6591,動力-KY,2
6592,和潤企業,4
6598,ABC-KY,3
6605,帝寶,1
6606,建德工業,0
6625,必應,1
6641,基士德-KY,3
6655,科定,1
6657,華安,0
6666,羅麗芬-KY,1
6668,中揚光,1
6669,緯穎,14
6670,復盛應用,5
6671,三能-KY,2
6672,騰輝電子-KY,2
6674,鋐寶科技,1
6689,伊雲谷,5
6691,洋基工程,2
6695,芯鼎,1
6698,旭暉應材,1
6706,惠特,2
6715,嘉基,2
6719,力智,6
6743,安普新,1
6753,龍德造船,0
6754,匯僑設計,1
6756,威鋒電子,2
6768,志強-KY,6
6770,力積電,15
6776,展碁國際,2
6781,AES-KY,1
6782,視陽,1
6789,采鈺,1
6790,永豐實,4
6792,詠業,4
6796,晉弘,3
6799,來頡,3
6806,森崴能源,2
6807,峰源-KY,1
6830,汎銓,3
6834,天二科技,1
6835,圓裕,1
6854,錼創科技-KY創,4
6861,睿生光電,1
6863,永道-KY,0
6869,雲豹能源-創,1
6873,泓德能源-創,2
8011,台通,1
8016,矽創,8
8021,尖點,4
8028,昇陽半導體,1
8033,雷虎,1
8039,台虹,1
8046,南電,5
8070,長華*,2
8072,陞泰,1
8081,致新,4
8101,華冠,1
8103,瀚荃,2
8104,錸寶,2
8105,凌巨,2
8110,華東,1
8112,至上,2
8114,振樺電,5
8131,福懋科,2
8150,南茂,4
8163,達方,6
8201,無敵,1
8210,勤誠,13
8213,志超,1
8215,明基材,4
8222,寶一,1
8249,菱光,2
8261,富鼎,2
8271,宇瞻,2
8341,日友,1
8367,建新國際,2
8374,羅昇,1
8404,百和興業-KY,2
8411,福貞-KY,2
8422,可寧衛,4
8429,金麗-KY,1
8438,昶昕,2
8442,威宏-KY,2
8443,阿瘦,1
8454,富邦媒,35
8462,柏文,3
8463,潤泰材,1
8464,億豐,7
8466,美吉吉-KY,1
8467,波力-KY,1
8473,山林水,1
8476,台境,1
8478,東哥遊艇,2
8481,政伸,2
8482,商億-KY,1
8488,吉源-KY,1
8499,鼎炫-KY,1
8926,台汽電,4
8940,新天地,1
8996,高力,1
9802,鈺齊-KY,7
9902,台火,1
9904,寶成,4
9905,大華,1
9906,欣巴巴,3
9907,統一實,4
9908,大台北,1
9910,豐泰,6
9911,櫻花,2
9912,偉聯,1
9914,美利達,3
9917,中保科,4
9918,欣天然,2
9919,康那香,2
9921,巨大,12
9924,福興,2
9925,新保,1
9926,新海,1
9927,泰銘,1
9928,中視,1
9929,秋雨,1
9930,中聯資源,1
9931,欣高,1
9933,中鼎,4
9934,成霖,2
9935,慶豐富,1
9937,全國,1
9938,百和,3
9939,宏全,4
9940,信義,4
9941,裕融,4
9942,茂順,2
9943,好樂迪,1
9944,新麗,1
9945,潤泰新,1
9946,三發地產,2
9955,佳龍,1
9958,世紀鋼,3
