代號,free_speech,staff_train,occupation_health,consumer_neg,consumer_pos,supplier_esg,risk_management ,nocorrupt
5706,1,1,0,0,0,0,0,0
5876,1,1,1,0,0,0,0,0
5880,0,1,1,0,0,0,0,0
5907,0,1,0,0,0,1,0,0
6005,1,1,1,0,0,1,0,1
6024,0,1,0,0,0,1,0,0
6108,1,1,1,0,0,0,0,0
6112,0,1,0,0,0,1,0,0
6115,0,1,0,0,0,0,0,0
6116,0,1,1,0,0,1,0,0
6117,0,1,0,0,0,0,0,0
6120,0,1,1,0,0,0,0,0
6128,1,1,0,0,0,1,0,0
6133,0,1,1,0,0,1,0,0
6136,0,1,1,0,0,0,1,0
6139,1,1,1,0,0,0,0,0
6141,0,1,1,0,0,0,0,0
6142,1,1,0,0,0,0,0,0
6152,1,1,0,0,0,0,0,0
6153,1,1,0,0,0,0,0,0
6155,1,1,1,0,0,0,0,0
6164,0,1,1,0,0,0,0,0
6165,1,1,1,0,0,1,1,0
6166,1,1,0,0,0,0,0,0
6168,1,1,1,0,0,1,0,1
6176,0,1,1,0,0,1,0,0
6177,1,1,1,0,0,1,0,0
6183,1,1,1,0,0,1,0,0
6184,1,1,0,1,0,1,0,0
6189,0,1,1,0,0,0,0,0
6191,1,1,1,0,0,1,0,0
6192,1,1,1,0,0,1,0,0
6196,0,1,0,0,0,1,0,0
6197,1,1,1,0,0,0,0,0
6201,1,1,1,0,0,0,0,0
6202,0,1,0,0,0,0,0,0
6205,0,1,1,0,0,0,0,0
6206,0,1,1,0,0,1,0,0
6209,0,1,1,0,0,0,0,0
6213,0,0,0,0,0,0,0,0
6214,0,1,0,0,0,0,0,0
6215,0,1,1,0,0,0,0,0
6216,0,1,1,0,0,0,0,0
6224,0,1,0,0,0,0,0,0
6225,0,1,1,0,0,0,0,0
6226,0,1,0,0,0,0,0,0
6230,0,1,1,0,0,1,0,0
6235,1,1,1,0,0,0,0,0
6239,1,1,0,0,0,1,0,0
6243,1,1,1,0,0,0,0,0
6257,1,1,1,1,0,1,1,0
6269,0,1,1,0,0,1,0,0
6271,1,1,1,0,0,0,0,0
6277,1,1,1,0,0,0,0,0
6278,0,1,1,0,0,1,0,0
6281,0,1,0,0,0,1,0,0
6282,0,1,1,0,0,0,0,0
6283,1,1,1,0,0,0,0,0
6285,0,0,0,0,0,0,0,0
6288,1,1,1,0,0,0,0,0
6405,1,1,0,0,0,1,0,0
6409,1,1,1,0,0,0,0,0
6412,1,1,1,0,0,0,0,0
6414,1,1,0,0,0,0,0,0
6416,1,1,1,0,0,0,0,0
6426,0,1,1,0,0,0,0,0
6431,0,1,1,0,0,0,0,0
6438,1,1,0,0,0,0,0,0
6442,1,1,0,0,0,1,0,0
6443,0,0,0,0,0,0,0,0
6446,0,1,0,0,0,0,0,0
6449,0,1,0,0,0,0,0,0
6456,0,1,1,0,0,0,0,0
6464,0,1,1,1,0,1,0,0
6472,1,1,1,0,0,0,0,0
6477,1,1,0,0,0,0,0,0
6491,0,1,0,0,0,0,0,0
6504,0,1,1,0,0,0,0,0
6505,0,1,1,0,0,0,0,0
6515,1,1,0,0,0,0,0,0
6525,1,1,0,0,0,0,0,0
6531,1,1,0,0,0,0,0,0
6533,1,1,1,0,0,0,0,0
6552,0,1,0,0,0,0,0,0
6558,1,1,0,0,0,1,0,0
6573,0,1,0,0,0,0,0,0
6579,1,1,1,0,0,0,0,0
6581,0,0,1,0,0,0,0,0
6582,0,1,1,0,0,0,0,0
6591,0,1,0,0,0,0,0,0
6592,0,1,1,0,0,0,0,0
6605,1,1,1,0,0,0,0,0
6625,0,0,0,0,0,0,0,0
6641,0,1,0,0,0,0,0,0
6655,1,1,1,0,0,1,0,0
6666,1,1,1,0,0,0,0,0
6668,0,1,0,0,0,0,0,0
6669,0,1,0,0,0,0,0,0
6670,1,1,1,0,0,0,0,0
6671,1,1,1,0,0,0,0,0
6672,0,1,1,0,0,0,0,0
6674,0,1,1,1,0,1,0,0
6691,1,1,1,0,0,0,0,0
6698,0,1,1,0,0,0,1,0
6706,1,1,1,0,0,1,0,0
6715,1,1,1,0,0,1,0,0
6719,1,1,1,0,0,0,0,1
6743,1,1,1,0,0,0,0,1
6754,0,1,1,0,0,1,1,0
6756,0,1,1,0,0,0,0,0
6768,0,1,1,0,0,0,0,0
6770,1,1,1,1,0,1,0,0
6776,1,1,1,0,0,0,0,0
6790,0,1,0,0,0,0,0,0
6792,1,1,1,0,0,0,0,0
6806,1,1,1,0,0,0,0,0
8011,0,1,1,0,0,0,0,0
8016,1,1,1,0,0,0,0,0
8021,0,1,1,0,0,0,0,0
8028,1,0,0,0,0,0,0,0
8033,1,0,0,0,0,0,0,0
8039,0,1,0,0,0,1,0,0
8046,0,1,1,0,0,0,0,0
8070,0,1,1,0,0,0,0,0
8072,0,1,0,0,0,0,0,0
8081,0,1,1,0,0,0,0,0
8101,1,1,1,0,0,0,1,0
8103,0,1,1,0,0,1,0,0
8104,1,1,0,0,0,0,0,0
8105,0,1,0,0,0,0,0,0
8110,0,1,0,0,0,0,0,0
8112,0,1,0,0,0,0,0,0
8114,1,1,1,0,0,0,0,0
8131,0,1,0,0,0,0,0,0
8150,0,1,0,0,0,0,0,0
8163,0,1,1,1,0,1,1,0
8201,0,1,1,1,0,1,1,0
8210,0,1,0,0,0,0,0,0
8213,0,1,1,0,0,0,0,0
8215,0,1,1,0,0,0,0,0
8222,0,1,1,0,0,0,0,0
8249,1,1,1,0,0,0,0,0
8261,0,1,1,0,0,0,0,0
8271,0,1,0,0,0,0,0,0
8341,0,1,0,0,0,0,0,0
8367,0,1,0,0,0,0,0,0
8374,0,1,0,0,0,0,0,0
8404,0,1,0,0,0,0,0,0
8411,0,1,0,0,0,0,0,0
8422,1,1,1,0,0,0,0,1
8429,1,1,1,0,0,0,0,0
8438,1,1,1,0,0,0,0,0
8442,0,1,0,0,0,0,0,0
8443,0,1,1,0,0,0,0,0
8454,0,1,1,0,0,1,0,0
8462,0,1,1,0,0,0,0,0
8463,0,1,1,0,0,0,0,0
8464,0,1,1,0,0,1,1,0
8467,0,1,0,0,0,1,0,0
8473,1,0,1,0,0,0,1,1
8476,1,0,1,0,0,0,1,1
8478,1,1,1,0,0,0,0,0
8926,1,1,1,0,0,1,0,0
8940,0,1,1,0,0,0,0,0
8996,0,0,0,0,0,0,0,0
9802,0,0,0,0,0,0,0,0
9902,1,1,1,0,0,0,0,0
9904,0,1,1,0,0,0,0,0
9905,0,1,0,0,0,0,0,0
9906,0,1,0,0,0,0,0,0
9907,0,1,0,0,0,0,0,0
9908,0,1,0,0,0,0,0,0
9910,1,1,1,0,0,0,0,0
