代號,free_speech,staff_train,occupation_health,consumer_neg,consumer_pos,supplier_esg,social,risk_management,nocorrupt,conservation
1512,1,1,1,0,0,0,0,0,0,0
1513,0,1,0,0,0,1,0,0,0,0
1514,0,0,0,0,0,0,0,0,0,0
1515,1,1,1,1,0,1,1,0,0,1
1516,1,1,0,0,0,0,1,0,0,0
1517,0,1,1,0,0,0,0,0,0,0
1519,0,1,1,0,0,0,1,0,0,0
1521,0,0,0,0,0,0,0,0,0,0
1522,0,1,1,0,0,0,0,0,0,0
1524,0,1,0,0,0,1,0,1,0,0
1525,1,1,0,0,0,1,0,0,0,0
1526,1,1,0,0,0,0,0,0,0,0
1527,0,1,0,0,0,0,0,0,0,0
1528,1,1,0,0,0,0,0,0,0,0
1529,1,1,0,0,0,1,0,0,0,0
1530,1,1,1,0,0,0,0,0,0,0
1531,0,1,0,0,0,0,0,0,0,0
1532,0,1,0,0,0,0,1,0,0,0
1533,1,1,0,0,0,1,1,0,0,1
1535,0,1,1,0,0,0,0,0,0,0
1536,0,1,0,0,0,0,0,0,0,0
1537,1,1,0,0,0,0,0,0,0,0
1538,1,1,0,0,0,0,1,0,0,0
1539,0,1,0,0,0,0,0,0,0,0
1540,0,1,0,1,0,1,0,0,0,0
1541,0,1,1,1,0,0,0,0,0,0
1558,1,1,0,0,0,0,0,0,0,0
1560,0,1,1,0,0,0,1,0,0,0
1568,1,1,0,0,0,0,0,0,0,0
1582,0,1,0,0,0,0,0,0,0,0
1583,0,1,1,0,0,0,0,0,0,0
1587,1,1,1,0,0,0,0,0,0,0
1589,1,1,0,0,0,0,0,0,0,0
1590,1,1,0,0,0,0,1,0,0,0
1597,0,1,0,0,0,0,0,0,0,0
1598,0,1,0,0,0,0,0,0,0,0
1603,1,1,0,0,0,1,0,1,0,0
1604,0,1,0,0,0,0,0,0,0,0
1605,0,1,1,0,0,1,1,0,0,0
1608,0,0,0,0,0,0,0,0,0,0
1609,0,0,0,0,0,0,0,0,0,0
1611,0,0,0,0,0,0,0,0,0,0
1612,0,1,0,0,0,0,0,0,0,0
1614,0,1,0,0,0,0,1,0,0,0
1615,1,1,0,0,0,0,0,0,0,0
1616,1,1,0,0,0,0,0,0,0,0
1617,1,1,0,0,0,0,0,0,0,0
1618,0,1,0,0,0,0,0,0,0,0
1701,1,1,1,0,0,1,0,0,0,0
1702,0,1,0,0,0,0,0,0,0,0
1707,1,1,0,0,0,0,0,0,0,0
1708,0,1,0,0,0,0,0,0,0,0
1709,0,1,0,0,0,0,0,0,0,0
1710,0,1,1,0,0,0,0,0,0,0
1711,0,1,0,0,0,0,0,0,0,0
1712,0,1,0,0,0,0,0,1,0,0
1713,0,1,0,0,0,0,0,0,0,0
1714,0,0,0,0,0,0,1,0,0,0
1717,0,1,1,0,0,0,1,0,0,0
1718,0,1,0,0,0,0,1,0,0,0
1720,0,1,0,0,0,0,1,0,0,0
1721,1,1,1,1,0,0,0,0,1,1
1722,0,1,0,0,0,0,0,0,0,0
1723,1,1,0,0,0,0,0,0,0,0
