代號,free_speech,staff_train,occupation_health,consumer_neg,consumer_pos,supplier_esg,social,risk_management,nocorrupt,conservation
3501,1,1,1,0,0,0,0,0,0,0
3504,0,1,1,0,0,0,0,0,0,0
3515,0,1,0,0,0,0,0,0,0,0
3518,1,1,0,0,0,0,0,0,0,0
3528,0,0,0,0,0,0,0,0,0,0
3530,1,0,0,0,0,0,0,0,0,0
3532,1,1,1,1,0,1,1,0,0,0
3533,0,1,0,0,0,0,1,0,0,0
3535,1,1,0,1,0,1,0,0,0,0
3543,0,1,1,0,0,0,0,0,0,0
3545,0,1,0,0,0,0,0,0,0,0
3550,0,1,1,0,0,0,0,0,0,0
3557,1,1,0,0,0,0,0,0,0,1
3563,1,1,1,1,0,1,1,0,0,1
3576,1,1,0,0,0,0,0,0,0,0
3583,1,0,0,0,0,0,1,0,0,0
3588,0,1,0,0,0,0,0,0,0,0
3591,1,1,0,0,0,0,1,0,0,0
3592,1,1,0,0,0,0,0,0,0,0
3593,1,1,0,0,0,0,0,0,0,0
3596,1,1,1,0,0,1,0,0,0,0
3605,1,1,1,0,0,1,1,1,0,0
3607,1,1,0,0,0,0,0,0,0,0
3617,0,1,1,0,0,0,0,0,0,0
3622,0,1,0,0,0,0,0,0,0,0
3645,0,1,0,0,0,0,0,0,0,0
3652,1,1,0,1,0,1,0,0,0,0
3653,1,0,0,0,0,0,1,0,1,0
3661,1,1,0,0,0,1,0,0,0,0
3665,1,1,1,0,0,0,0,1,0,0
3669,1,1,0,0,0,1,0,0,0,0
3673,0,1,0,0,0,0,0,0,0,0
3679,1,1,1,0,0,1,1,0,0,0
3682,0,1,0,0,0,1,0,0,1,0
3686,1,1,1,0,0,1,1,0,0,0
3694,1,1,0,0,0,0,0,0,0,0
3701,1,1,0,0,0,0,0,0,1,0
3702,0,0,0,0,0,0,0,0,0,0
3703,1,1,0,0,0,1,0,0,0,0
3704,1,1,0,0,0,0,0,0,0,0
3705,1,1,0,0,0,0,1,0,0,0
3706,0,1,0,0,0,0,0,0,0,0
3708,1,1,0,0,0,0,0,0,0,0
3711,0,1,0,0,0,0,0,0,0,0
3712,0,1,0,0,0,0,1,0,0,0
3714,0,1,0,0,0,0,0,0,0,0
3990,1,1,0,0,0,0,1,0,0,0
4104,0,1,1,0,0,0,1,0,0,0
4106,1,1,0,0,0,0,0,0,0,0
4108,1,1,0,0,0,0,0,0,0,0
4119,0,1,0,0,0,1,0,0,0,0
4133,1,1,0,0,0,0,0,0,0,0
4137,1,1,0,0,0,0,1,0,0,0
4142,0,1,0,0,0,0,1,0,0,0
4148,0,1,1,0,0,1,0,0,1,0
4155,1,1,0,0,0,1,0,0,0,0
4164,0,0,0,0,0,0,0,0,0,0
4306,1,1,1,0,0,0,1,0,0,0
4414,0,1,0,0,0,0,0,0,0,0
4426,0,1,0,0,0,0,0,0,0,0
4438,1,1,0,0,0,1,1,0,0,0
4440,1,1,0,0,0,0,0,0,0,0
4526,0,1,1,0,0,0,0,0,0,0
4532,1,1,0,0,0,0,0,0,0,0
4536,1,1,0,0,0,0,0,0,0,0
4540,1,1,0,0,0,0,1,0,0,0
4545,0,1,0,0,0,0,0,0,0,0
4551,1,1,0,0,0,0,1,1,0,0
4555,0,1,0,0,0,0,0,0,0,0
4560,0,1,0,0,0,0,0,0,0,0
4562,1,1,0,0,0,0,0,0,0,0
4564,1,1,0,0,0,0,0,0,0,0
4566,0,1,1,0,0,0,0,0,0,0
4572,1,1,1,0,0,1,1,0,0,0
4576,1,0,0,0,0,0,1,0,0,0
4581,0,1,1,0,0,1,0,0,0,0
4720,0,1,0,0,0,0,0,0,0,0
4722,1,1,0,0,0,0,0,0,0,0
4736,0,1,1,0,0,0,0,0,0,0
4737,1,1,0,0,0,0,1,0,0,0
4739,0,1,0,0,0,0,1,0,0,0
4746,1,1,1,0,0,1,0,0,0,0
4755,0,1,0,0,0,0,0,0,0,0
4764,1,1,0,0,0,0,0,0,0,0
4766,1,1,1,0,0,0,0,0,0,0
4770,0,1,0,0,0,0,0,0,0,0
4807,1,1,0,0,0,0,0,0,0,0
4904,1,1,0,0,0,0,0,0,0,0
4906,1,1,1,0,0,0,0,0,0,0
4912,1,1,1,0,0,0,0,0,0,0
4915,0,1,0,0,0,0,0,0,0,0
4916,1,1,0,0,0,0,1,0,0,0
4919,1,1,1,1,0,1,1,0,0,0
4927,1,1,0,0,0,0,0,0,0,0
4930,1,1,0,0,0,0,0,0,0,0
4934,1,1,0,0,0,0,0,0,0,0
4935,1,1,1,0,0,0,0,0,0,0
4938,1,1,0,0,0,0,0,0,0,0
4942,0,1,0,0,0,0,0,0,0,0
4952,1,1,0,0,0,0,1,0,0,0
4956,1,1,0,0,0,0,0,0,0,0
4960,0,1,0,0,0,0,1,0,0,0
4961,0,0,0,0,0,0,1,0,0,0
4967,0,1,0,0,0,0,0,0,0,0
4968,1,1,0,0,0,0,0,0,0,0
4976,1,1,1,0,0,1,1,0,0,0
4989,1,1,1,0,0,0,0,0,0,0
4994,1,1,0,0,0,0,0,0,0,0
4999,0,1,0,0,0,0,0,0,0,0
5007,0,1,0,0,0,0,0,0,0,0
5203,1,1,0,0,0,0,0,0,0,0
5215,1,0,0,1,0,1,0,0,0,0
5222,1,1,1,1,0,1,1,1,0,0
5225,1,1,0,0,0,0,0,0,0,0
5234,1,1,0,0,0,0,1,0,1,0
5243,0,1,0,0,0,0,0,0,0,0
5244,0,1,0,0,0,0,0,0,0,0
5258,0,1,0,0,0,0,0,0,0,0
5269,1,1,0,0,0,0,1,0,0,0
5283,1,1,0,0,0,0,0,0,0,0
5284,0,1,0,0,0,0,0,0,0,0
5285,1,1,0,0,0,0,0,0,0,0
5306,0,1,0,0,0,0,0,0,0,0
5388,0,1,0,0,0,0,1,0,0,0
5434,0,1,0,0,0,0,1,0,0,0
5469,1,1,0,0,0,0,0,0,0,0
5471,0,1,0,0,0,0,0,0,0,0
5484,0,1,0,0,0,0,0,0,0,0
5515,0,1,0,0,0,1,0,0,0,0
5519,0,1,0,0,0,0,0,0,0,0
5521,0,1,0,0,0,0,0,0,0,0
5522,1,1,0,0,0,1,0,0,0,0
5525,1,1,1,0,0,0,0,0,0,0
5531,1,1,0,1,0,1,0,1,0,0
5533,1,1,0,0,0,0,0,0,0,0
5534,1,1,0,0,0,0,0,0,1,0
5538,0,1,0,0,0,0,0,0,0,0
5607,0,1,0,0,0,1,1,0,0,0
5608,1,1,1,0,0,1,0,0,0,0
5706,1,1,0,0,0,1,0,0,0,0
5876,1,1,0,0,0,0,0,0,0,0
5880,1,1,1,0,0,0,0,0,1,0
5907,1,1,0,0,0,0,0,0,0,0
6005,0,1,0,0,0,0,0,0,0,0
6024,1,1,0,0,0,0,0,0,0,0
6108,1,1,0,0,0,0,0,0,0,0
6112,1,1,0,0,0,0,0,0,0,0
6115,0,1,1,1,0,1,0,0,0,0
6116,1,1,0,0,0,1,0,0,0,0
6117,1,1,0,0,0,1,0,0,0,0
6120,0,1,0,0,0,0,0,0,0,0
6128,0,1,0,0,0,0,1,0,0,0
6133,0,1,0,0,0,1,0,0,0,0
6136,0,1,0,0,0,1,0,0,0,0
6139,1,1,1,1,0,1,1,0,0,0
6141,1,1,1,0,0,1,0,0,1,0
6142,1,1,0,0,0,0,0,0,0,0
6152,1,1,0,0,0,0,0,0,0,0
6153,0,1,0,0,0,0,0,0,0,0
6155,0,1,0,0,0,1,0,0,0,0
6164,0,1,1,0,0,0,0,0,0,0
6165,0,1,0,0,0,1,1,0,0,0
6166,1,1,0,0,0,0,0,0,0,0
6168,0,1,0,0,0,1,0,0,0,0
6176,0,1,0,0,0,0,0,0,0,0
6177,0,1,1,0,0,1,0,0,0,0
6183,0,1,0,0,0,0,1,0,0,0
6184,0,1,1,0,0,0,0,0,0,0
6189,1,1,0,0,0,1,1,0,0,0
6191,0,1,0,0,0,1,0,0,0,0
6192,0,1,1,0,0,0,1,0,0,0
6196,1,1,0,0,0,0,0,0,0,0
6197,0,1,0,0,0,0,0,0,0,0
6201,1,1,0,0,0,0,0,0,0,0
6202,1,1,0,0,0,0,0,0,0,0
6205,1,1,1,0,0,0,1,0,0,0
6206,0,1,1,0,0,0,1,0,0,0
6209,1,1,1,0,0,1,1,1,0,0
6213,1,1,0,0,0,0,0,0,0,0
6214,1,1,0,0,0,1,0,0,1,0
6215,0,1,0,0,0,1,0,0,0,0
6216,1,1,1,0,0,1,0,0,0,0
6224,1,1,1,0,0,1,1,0,0,0
6225,1,1,0,1,0,1,0,0,0,0
6226,0,1,0,0,0,0,1,0,0,0
6230,1,1,1,0,0,1,1,0,0,0
6235,0,1,0,0,0,0,0,0,0,0
6239,0,1,0,0,0,1,1,0,0,0
6243,1,1,0,0,0,0,0,0,0,0
6257,1,1,0,0,0,0,1,0,0,0
6269,0,1,0,0,0,0,0,0,0,0
6271,0,1,1,0,0,0,0,0,0,0
6277,0,1,0,0,0,1,1,0,0,0
6278,0,1,1,0,0,0,0,0,0,0
6281,0,0,0,0,0,0,0,0,0,0
6282,0,1,0,0,0,0,0,0,0,0
6283,0,1,0,0,0,0,1,0,0,0
6285,0,1,0,0,0,0,0,0,0,0
6288,0,1,0,0,0,0,0,0,0,0
6405,0,1,0,0,0,0,0,0,0,0
6409,0,1,0,0,0,0,0,0,0,0
6412,0,1,1,0,0,1,0,0,0,0
6414,1,1,0,0,0,0,0,0,0,0
6416,1,1,0,0,0,1,0,0,0,0
6426,1,1,0,0,0,0,0,0,0,0
6431,1,1,0,1,0,1,0,1,0,0
6438,0,1,1,0,0,1,0,0,0,0
6442,1,1,1,0,0,0,0,0,0,0
6443,1,1,0,0,0,0,0,0,0,0
6446,0,1,0,0,0,0,0,0,0,0
6449,1,1,0,0,0,1,1,0,0,0
6456,0,1,0,0,0,0,1,0,0,0
6464,1,1,0,0,0,0,1,0,0,0
6472,0,0,0,0,0,0,0,0,0,0
6477,1,1,0,0,0,0,0,0,0,0
6491,1,1,0,0,0,1,1,0,0,0
6504,1,1,1,0,0,0,0,0,0,0
6505,1,1,0,0,0,0,0,0,0,0
6515,1,1,0,0,0,0,0,0,0,0
6525,1,1,0,0,0,0,0,0,0,0
6531,1,1,0,0,0,0,0,0,0,0
6533,0,1,0,0,0,0,0,0,0,0
6552,1,1,0,0,0,0,0,0,0,0
6558,1,1,0,0,0,0,1,0,0,1
6573,1,1,0,0,0,1,0,0,0,0
6579,0,0,0,0,0,0,0,0,0,0
6581,0,1,0,0,0,0,0,0,0,0
6582,0,0,0,0,0,1,0,0,0,0
6591,0,1,0,0,0,0,0,0,0,0
6592,0,1,1,1,0,1,0,0,0,0
6605,1,1,0,0,0,0,0,0,0,0
6625,1,1,0,0,0,0,0,0,0,0
6641,0,1,0,0,0,0,0,0,0,0
6655,0,1,0,0,0,0,1,0,0,0
6666,0,1,1,0,0,0,0,0,0,1
6668,1,1,0,0,0,0,0,0,0,0
6669,1,0,0,0,0,0,0,1,0,0
6670,1,1,0,0,0,0,0,0,0,0
6671,1,1,0,0,0,0,0,0,0,0
6672,0,1,0,0,0,0,1,0,0,0
6674,0,0,0,0,0,0,0,0,0,0
6691,0,1,0,0,0,0,0,0,0,0
6698,1,1,0,0,0,0,0,0,0,0
6706,0,0,0,0,0,0,1,0,0,0
6715,0,1,0,0,0,0,0,0,0,0
6719,0,1,0,0,0,0,0,0,0,0
6743,0,1,1,0,0,1,0,0,0,0
6754,1,1,0,0,0,0,1,1,0,0
6756,0,1,0,0,0,0,1,0,0,0
6768,0,1,0,0,0,0,0,0,0,0
6770,1,1,0,0,0,1,0,0,0,0
6776,1,1,1,0,0,0,0,0,0,0
6790,0,1,0,0,0,0,0,0,0,0
6792,0,1,0,0,0,0,1,0,0,0
6806,1,1,0,0,0,0,0,0,0,0
8011,1,1,0,0,0,0,1,0,0,0
8016,0,1,0,0,0,0,0,0,0,0
8021,0,1,1,1,0,1,1,0,0,0
8028,1,1,0,0,0,0,0,0,0,0
8033,0,1,1,0,0,0,0,1,0,0
8039,1,1,0,0,0,1,1,0,0,0
8046,1,1,0,0,0,1,0,0,0,0
8070,1,1,0,0,0,1,0,0,1,0
8072,1,1,1,0,0,0,0,0,0,0
8081,0,1,1,0,0,1,1,1,0,0
8101,0,1,0,0,0,0,1,0,0,1
8103,1,1,1,0,0,1,0,1,0,0
8104,1,1,1,1,0,1,0,0,0,1
8105,1,1,0,0,0,0,0,0,0,0
8110,0,1,0,0,0,0,0,0,0,0
8112,1,1,0,0,0,0,0,0,0,0
8114,0,1,0,0,0,0,1,0,0,0
8131,0,1,0,0,0,0,0,0,0,0
8150,1,1,0,0,0,0,0,0,0,0
8163,0,1,0,0,0,0,1,0,0,0
8201,0,1,0,0,0,0,0,0,0,0
8210,0,1,0,0,0,1,0,0,0,0
8213,0,1,1,0,0,0,0,0,0,0
8215,1,1,0,0,0,0,0,0,0,0
8222,0,1,0,0,0,0,0,0,0,0
8249,0,1,0,0,0,0,0,0,0,0
8261,0,1,0,0,0,0,0,0,0,0
8271,1,1,0,0,0,0,1,1,0,0
8341,0,1,0,0,0,1,1,0,0,0
8367,1,1,0,0,0,0,1,0,0,0
8374,0,1,0,0,0,0,0,0,0,0
8404,1,1,0,0,0,0,0,0,0,0
8411,0,1,0,0,0,0,0,0,0,1
8422,0,1,0,0,0,0,0,0,0,0
8429,1,1,0,0,0,0,0,0,0,0
8438,0,1,0,0,0,0,0,0,0,0
8442,0,1,0,0,0,0,0,0,0,0
8443,0,1,0,1,0,1,0,1,0,0
8454,1,1,0,0,0,0,0,0,0,0
8462,0,1,0,0,0,0,0,0,0,0
8463,0,1,0,0,0,0,0,0,0,0
8464,0,1,0,0,0,0,1,0,0,0
8467,0,1,0,0,0,0,0,0,0,0
8473,1,1,1,0,0,0,0,0,0,0
8476,0,1,0,0,0,0,0,0,0,0
8478,0,1,0,0,0,0,0,0,0,0
8926,1,1,1,0,0,0,1,0,0,0
8940,0,1,0,0,0,0,0,0,0,0
8996,0,1,0,0,0,0,0,0,0,0
9802,0,1,0,0,0,0,0,0,0,0
9902,0,1,0,0,0,0,0,0,0,0
9904,1,1,0,0,0,0,0,0,1,0
9905,1,1,0,0,0,0,1,0,0,0
9906,1,1,0,0,0,0,0,0,0,0
9907,0,1,0,0,0,0,1,0,0,0
9908,0,1,0,0,0,0,0,0,0,0
9910,0,1,0,0,0,1,0,0,0,0
9911,1,1,0,0,0,0,0,0,0,0
9912,0,1,0,0,0,0,0,0,0,0
9914,0,1,1,0,0,1,1,1,0,0
9917,0,1,0,0,0,1,0,0,0,0
9918,1,0,0,0,0,0,0,1,1,1
9919,1,1,0,0,0,0,0,0,0,0
9921,0,1,0,0,0,1,0,1,0,1
9924,1,1,0,0,0,0,0,0,0,0
9925,1,1,0,0,0,0,0,0,0,0
9926,0,1,0,0,0,0,1,0,0,0
9927,0,0,0,0,0,0,1,0,0,0
9928,0,1,0,0,0,0,1,0,0,0
9929,1,1,1,0,0,0,1,0,0,0
9930,0,1,0,0,0,0,0,0,0,0
9931,0,1,0,0,0,0,0,0,0,0
9933,0,1,0,0,0,0,0,0,0,0
9934,0,1,0,0,0,0,0,0,0,0
9935,0,1,0,0,0,0,1,0,0,0
9937,1,1,0,0,0,0,0,0,0,0
