id,name,scope1_ton_CO2e,scope1_boundary,scope1_ISO,scope2_ton_CO2e,scope2_boundary,scope2_ISO,scope3_ton_CO2e,scope3_boundary,scope3_ISO,intensity_ton_CO2e,intensity_unit
4904,遠傳,10577.14 ,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 14064,272411.39 ,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 14064,108864.05 ,遠傳電信股份有限公司及兩家子公司(新世紀資通股份有限公司、和宇寬頻網路股份有限公司),ISO 14064,3.32 ,營業額
4906,正文,2080.34 ,正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam,ISO 14064-1,32583.76 ,正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam,ISO 14064-1,6660.50 ,正文集團-正文科技.安博(常熟).正鵬(昆山).Gemtek Vietnam,ISO 14064-1,0.00 ,營業額
4912,聯德控股-KY,6.50 ,重要子公司聯德精密材料(中國)股份有限公司,N,83.00 ,重要子公司聯德精密材料(中國)股份有限公司,N,3.60 ,重要子公司聯德精密材料(中國)股份有限公司,N,0.00 ,營業額
4915,致伸,4900.12 ,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼,ISO 14064,65289.21 ,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼,ISO 14064,480858.94 ,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼及東城迪芬尼,ISO 14064,0.98 ,營業額
4916,事欣科,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4919,新唐,37794.72 ,僅母公司,ISO 14064,37221.30 ,僅母公司,ISO 14064,N/A,N/A,N,0.00 ,平方公分-晶圓
4927,泰鼎-KY,8158.04 ,包含合併財務報表之母子公司,N,176959.05 ,包含合併財務報表之母子公司,N,21288.93 ,包含合併財務報表之母子公司,N,12.96 ,台幣百萬營收
4930,燦星網,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4934,太極,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4935,茂林-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4938,和碩,33442.43 ,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 14064,480916.86 ,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 14064,709.29 ,和碩聯合科技(股)公司、名碩電腦(蘇州)、凱碩電腦(蘇州)、昌碩科技(上海)、世碩電子(昆山)、旭碩科技(重慶)、Pegatron MEXICO S.A.DEC.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、Pegatron Japan Inc.、PEGATRON SERVICE SINGAPORE PTE. LTD.、PEGATRON SERVICE KOREA LLC.、PEGATRON TECHNOLOGY SERVICE INC.、PEGATRON SERVICE AUSTRALIA PTY. LTD.,ISO 14064,0.41 ,每百萬營業額(元)
4942,嘉彰,267.26 ,母公司,N,1690.33 ,母公司,N,60.46 ,母公司,N,1.20 ,百萬元營業額
4943,康控-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4952,凌通,44.72 ,母公司,N,703.95 ,母公司,N,6.75 ,母公司,N,0.21 ,百萬營業額
4956,光鋐,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4958,臻鼎-KY,53131.00 ,大陸園區與台灣園區,ISO 14064,1041369.00 ,大陸園區與台灣園區,ISO 14064,28476.00 ,大陸園區與台灣園區,ISO 14064,6.12 ,營業額
4960,誠美材,16636.94 ,僅母公司,ISO 14064,31967.36 ,僅母公司,ISO 14064,16815.38 ,僅母公司,ISO 14064,1.36 ,產能(仟米平方)
4961,天鈺,0.00 ,僅含天鈺科技（母公司）新竹總部之據點,N,703.00 ,僅含天鈺科技（母公司）新竹總部之據點,AA1000 Type 2 中度保證,N/A,N/A,N,0.04 ,0.0390噸CO2e/ 百萬營業額
4967,十銓,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4968,立積,N/A,N/A,N,556.20 ,僅母公司,N,N/A,N/A,N,0.10 ,營業額
4976,佳凌,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4977,眾達-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4989,榮科,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4994,傳奇,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
4999,鑫禾,N/A,N/A,N,6065.00 ,僅母公司,N,N/A,N/A,N,N/A,N/A
5007,三星,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5203,訊連,N/A,N/A,N,434.30 ,僅母公司台北總部,N,N/A,N/A,N,434.30 ,總公司電力使用之二氧化碳排放
5215,科嘉-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5222,全訊,13.00 ,僅個別公司大順一廠,N,1369.51 ,僅個別公司大順一廠,N,N/A,N/A,N,1.51 ,百萬營業額
5225,東科-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5234,達興材料,702.01 ,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,6358.80 ,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,8087.90 ,包含達興材料所有生產廠區排放量(中科廠及中港廠),ISO 14064,1.56 ,百萬元營業額
5243,乙盛-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5244,弘凱,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5258,虹堡,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5269,祥碩,26.09 ,"110/1/1~12/31, 範圍:祥碩總公司辦公室冷煤碳排+水肥碳排",N,516.38 ,"110/1/1~12/31, 範圍: 祥碩總公司辦公室用電碳排",N,17672.26 ,"110/1/1~12/31, 範圍: 祥碩總公司辦公室 員工通勤(汽油) +祥碩辦公室垃圾碳排+供應商製造中的產品碳排",N,9.03 ,營業額(億元)
5283,禾聯碩,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5284,jpp-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5285,界霖,N/A,N/A,N,5846.00 ,界霖科技楠梓廠區,N,N/A,N/A,N,N/A,N/A
5288,豐祥-KY,2006.65 ,主要營運子公司台灣豐祥及越南VPIC1,N,20901.00 ,主要營運子公司台灣豐祥及越南VPIC1,N,N/A,N/A,N,0.00 ,仟元營業額
5306,桂盟,4.26 ,母公司,N,61.88 ,母公司,N,N/A,N/A,N,0.00 ,產品
5388,中磊,77.70 ,本公司(竹南廠),N,4216.81 ,本公司(台北辦公室+竹南廠),N,N/A,N/A,N,0.63 ,營業額
5434,崇越,334.24 ,台北總部、新竹辦事處、竹南倉庫,ISO 14064,741.26 ,台北總部、新竹辦事處、竹南倉庫,ISO 14064,2589.47 ,台北總部、新竹辦事處、竹南倉庫,ISO 14064,0.00 ,營業額
5469,瀚宇博,947.77 ,瀚宇博德股份有限公司,N,19036.00 ,瀚宇博德股份有限公司,N,30.79 ,瀚宇博德股份有限公司,N,0.01 ,產品
5471,松翰,N/A,N/A,N,696.20 ,僅母公司,N,N/A,N/A,N,0.23 ,營業額(新台幣仟元)
5484,慧友,N/A,N/A,N,268.44 ,母公司110年度自來水及電力的溫室氣體排放量,N,N/A,N/A,N,0.74 ,"母公司110年度自來水及電力的溫室氣體排放量,平均每天排放0.7354噸CO2e"
5515,建國,6.09 ,企業總部,N,170.50 ,企業總部,N,N/A,N/A,N,0.44 ,人
5519,隆大,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5521,工信,240.83 ,僅母公司,N,510.82 ,僅母公司,N,N/A,N/A,N,2.53 ,員工人數
5522,遠雄,12.76 ,僅母公司,ISO 14064,177.74 ,僅母公司,ISO 14064,73.72 ,僅母公司,ISO 14064,0.01 ,百萬營業額
5525,順天,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5531,鄉林,N/A,N/A,N,232.80 ,母公司,N,N/A,N/A,N,232.80 ,員工人數
5533,皇鼎,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5534,長虹,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5538,東明-KY,0.00 ,僅母公司,N,17.23 ,僅母公司,N,9.36 ,僅母公司,N,N/A,N/A
5546,永固-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5607,遠雄港,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5608,四維航,392521.80 ,母子孫公司所屬船舶,111年永續報告書經BV查證，採用AA1000 Type 1 Moderate Assurance；船隊之範疇一排放使用日本海事協會(ClassNK)燃油耗油量認證書之數據換算，其中涵蓋110年數據,90.98 ,"母
公司總部辦公室",111年永續報告書經BV查證，採用AA1000 Type 1 Moderate Assurance；船隊之範疇一排放使用日本海事協會(ClassNK)燃油耗油量認證書之數據換算，其中涵蓋110年數據,N/A,N/A,N,1.32 ,範疇二總排放量/辦公室人數；而船隊之溫室氣體排放強度，以範疇一總排放量/延噸海浬，得出0.0000007719。延噸海浬為載貨噸數與起訖港浬程數之乘積
5706,鳳凰,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5871,中租-KY,7646.34 ,全企業，資料出處:2021年CSR報告書,ISO 14064,5015.82 ,全企業，資料出處:2021年CSR報告書,ISO 14064,601.90 ,全企業，資料出處:2021年CSR報告書,ISO 14064,0.11 ,營業額
5876,上海商銀,707.20 ,僅母公司,1.確信準則公報第一號 2.通過ISO 14064驗證,7407.90 ,僅母公司,1.確信準則公報第一號 2.通過ISO 14064驗證,941305.50 ,僅母公司，排放源類型僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放及投融資活動,ISO 14064僅為上游電力、員工通勤、商務差旅、產品生命終止階段產生之排放,40.24 ,分母為百萬元營業額
5880,合庫金,2575.94 ,合庫金控及各子公司，合計333處據點。,ISO 14064,25147.26 ,合庫金控及各子公司，合計333處據點。,ISO 14064,3671319.95 ,1.合庫金控及子公司，合計306處據點(不含國外)上/下游運輸和貨物配送、商務旅行、採購商品、固體和液體廢棄物處理碳排放量。2. 合庫金控及子公司，合計333處據點之投融資碳排放量。,ISO 14064,0.51 ,淨收益佰萬元
5906,台南-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
5907,大洋-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,60998.69 ,度
6005,群益證,30.36 ,母公司,N,3954.18 ,母公司,N,N/A,N/A,N,N/A,N/A
6024,群益期,16.29 ,全台營運據點,N,273.38 ,全台營運據點,N,N/A,N/A,N,0.13 ,營業額 百萬元
6108,競國,448.00 ,僅母公司,ISO 14064,18679.00 ,僅母公司,ISO 14064,0.00 ,僅母公司,ISO 14064,0.01 ,產品
6112,邁達特,2.51 ,僅母公司台北總部,本公司直接溫室氣體排放量數據經2021永續報告書驗證。,995.69 ,母公司台北總部及高雄分公司,本公司間接溫室氣體盤放量經2021永續報告書驗證。,N/A,N/A,N,998.20 ,營業額
6115,鎰勝,72.16 ,母公司,N,2647.86 ,母公司,N,N/A,N/A,N,2720.02 ,產品
6116,彩晶,106919.68 ,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,282698.47 ,母公司及子公司(南京瀚宇彩欣科技有限責任公司),ISO 14064,152357.37 ,母公司的南科廠,ISO 14064,5.27 ,母公司的內湖營業所密集度為0.134 ton CO2e /樓地板面積(坪)；母公司的南科廠為0.066ton CO2e /投片面積(m2)；子公司(南京)為5.071 ton CO2e /投片量(片)
6117,迎廣,1698.59 ,母公司,N,4820.60 ,母公司,N,N/A,N/A,N,2.83 ,百萬營業額
6120,達運,992.00 ,包含本公司及合併財務報表內子公司,N,96263.00 ,包含本公司及合併財務報表內子公司,N,N/A,N/A,N,479.00 ,營業額
6128,上福,14.70 ,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,N,1699.91 ,上福全球在台灣營運據點為主（包含本廠、二廠及三廠）,N,N/A,N/A,N,0.00 ,產品
6133,金橋,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6136,富爾特,N/A,N/A,N,126.06 ,母公司,N,N/A,N/A,N,N/A,N/A
6139,亞翔,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6141,柏承,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6142,友勁,58.20 ,母公司,ISO 14064,4331.56 ,母公司,ISO 14064,796.42 ,母公司,ISO 14064,1.77 ,單位: (範疇一+二)/百萬營業額
6152,百一,N/A,N/A,N,344.86 ,母公司,N,N/A,N/A,N,N/A,N/A
6153,嘉聯益,10068.40 ,僅母公司樹林廠,ISO 14064,24977.51 ,僅母公司樹林廠,ISO 14064,1029.20 ,僅母公司樹林廠,ISO 14064,N/A,N/A
6155,鈞寶,26.76 ,母公司,N,6920.99 ,母公司,N,N/A,N/A,N,N/A,N/A
6164,華興,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6165,浪凡,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6166,凌華,405.33 ,母公司,N,3199.31 ,母公司,N,11.20 ,母公司,N,0.00 ,產品
6168,宏齊,75.15 ,母公司,N,10418.78 ,母公司,N,6604.34 ,母公司,N,0.00 ,營業額
6176,瑞儀,3157.40 ,台灣與中國大陸製造廠區,ISO 14064,115331.22 ,台灣與中國大陸製造廠區,ISO 14064,134201.19 ,台灣與中國大陸製造廠區,ISO 14064,0.01 ,原物料塑膠粒投料量(公斤)
6177,達麗,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6183,關貿,185.89 ,南港總公司公務車油耗、化糞池及冷媒逸散,N,1192.16 ,南港總公司營運用之電力,N,N/A,N/A,N,0.62 ,排放(噸)/營業額(百萬)
6184,大豐電,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6189,豐藝,375491.00 ,母公司及子公司勁豐,N,254755.00 ,母公司及子公司勁豐,N,N/A,N/A,N,N/A,N/A
6191,精成科,0.40 ,包含合併財務報表之母子公司,N,275618.40 ,包含合併財務報表之母子公司,N,N/A,N/A,N,9.98 ,百萬營業額
6192,巨路,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6196,帆宣,93.15 ,母公司-湖口廠(驗證)、頭份廠(未驗證)、南科一、三廠(未驗證),ISO 14064,7528.71 ,母公司-湖口廠(驗證)、頭份廠(未驗證)、南科一、三廠(未驗證),ISO 14064,N/A,N/A,N,7621.86 ,產品
6197,佳必琪,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6201,亞弘電,N/A,N/A,N,1160.95 ,母公司,N,N/A,N/A,N,N/A,N/A
6202,盛群,N/A,N/A,N,1344.31 ,本公司台灣總部,N,N/A,N/A,N,0.20 ,百萬營業額
6205,詮欣,25.63 ,母公司,ISO 14064,294.96 ,母公司,ISO 14064,74.27 ,母公司,ISO 14064,0.00 ,以範疇二/母公司個體營收(仟元)
6206,飛捷,127.74 ,飛捷科技母公司,N,1789.30 ,飛捷科技母公司,N,27.93 ,飛捷科技母公司,N,0.01 ,產品
6209,今國光,N/A,N/A,N,14295.00 ,今國集團,N,N/A,N/A,N,N/A,N/A
6213,聯茂,2579.40 ,母公司,N,5685.50 ,母公司,N,N/A,N/A,N,0.00 ,產品-每張-銅箔基板
6214,精誠,7.25 ,僅母公司,ISO 14064,2779.51 ,僅母公司,ISO 14064,566.88 ,僅母公司,ISO 14064,2.96 ,員工人數
6215,和椿,0.67 ,母公司,N,386.10 ,母公司,N,N/A,N/A,N,0.27 ,百萬營業額
6216,居易,N/A,N/A,N,470.80 ,僅母公司,N,N/A,N/A,N,470.80 ,輸入電力而造成間接之溫室氣體排放
6224,聚鼎,95.72 ,母公司,N,3638.11 ,母公司,N,N/A,N/A,N,N/A,N/A
6225,天瀚,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6226,光鼎,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6230,尼得科超眾,351.54 ,中興廠、興德廠、陞泰廠,N,3069.31 ,中興廠、興德廠、陞泰廠,N,N/A,N/A,N,0.31 ,營業額
6235,華孚,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6239,力成,18372.82 ,僅母公司台灣地區,ISO 14064,381346.17 ,僅母公司台灣地區,ISO 14064,289436.07 ,僅母公司台灣地區,ISO 14064,7.80 ,營業額(百萬)以台灣地區計算
6243,迅杰,N/A,N/A,N,131.19 ,母公司,N,N/A,N/A,N,0.16 ,百萬營業額
6257,矽格,148.42 ,矽格-北興 中興 湖口廠區,N,79413.99 ,矽格-北興 中興 湖口廠區,N,N/A,N/A,N,0.01 ,其他:K die
6269,台郡,406.62 ,僅母公司,N,28904.96 ,僅母公司,N,N/A,N/A,N,0.03 ,產品
6271,同欣電,N/A,N/A,N,50410.65 ,母公司,N,N/A,N/A,N,4.90 ,百萬產值
6277,宏正,226.13 ,母公司及汐止廠區,ISO 14064,2458.76 ,母公司及汐止廠區,ISO 14064,N/A,N/A,N,0.80 ,營業額
6278,台表科,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6281,全國電,N/A,N/A,N,17779.69 ,母公司,N,N/A,N/A,N,N/A,N/A
6282,康舒,2207.51 ,包含合併報表之母子公司,ISO 14064,50543.02 ,包含合併財務報表之母子公司,ISO 14064,2633060.76 ,包含合併財務報表之母子公司,ISO 14064,240.80 ,新臺幣每億元營業收入
6283,淳安,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6285,啟碁,2668.00 ,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,ISO 14064,55704.00 ,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,ISO 14064,2679.00 ,總部、力行廠、南科廠、啟佳、啟新、啟基永昌（昆山）、越南廠,N,0.87 ,新臺幣百萬元營收
6288,聯嘉,349.38 ,"組織邊界

台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號

外倉
地址：350苗栗縣竹南鎮和興路364號",ISO 14064,5220.68 ,"組織邊界

台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號

外倉
地址：350苗栗縣竹南鎮和興路364號",ISO 14064,1604.76 ,"組織邊界


台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號

外倉
地址：350苗栗縣竹南鎮和興路364號",ISO 14064,1.99 ,營業額
6405,悅城,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6409,旭隼,175.17 ,包含合併財務報表之母子公司,ISO14607; 採用IISAE3000及ISAE3410進行確信,19129.00 ,包含合併財務報表之母子公司,ISO14607;採用ISAE3000及ISAE3410進行確信,768882.00 ,包含合併財務報表之母子公司,ISO14607;採用ISAE3000及ISAE3410進行確信,788186.00 ,產品
6412,群電,2699.40 ,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,51196.68 ,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,32246147.40 ,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠,ISO 14064,0.00 ,營業額
6414,樺漢,8.10 ,僅母公司,N,357.50 ,僅母公司,N,N/A,N/A,N,N/A,N/A
6415,矽力*-KY,0.00 ,母公司包含杭州子公司(重要子公司),N,4849.00 ,母公司包含杭州子公司(重要子公司),N,N/A,N/A,N,22.55 ,營業額
6416,瑞祺電通,N/A,N/A,N,656.00 ,母公司,N,N/A,N/A,N,201.00 ,營業額
6426,統新,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6431,光麗-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6438,迅得,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6442,光聖,N/A,N/A,N,2108.60 ,僅母公司,N,N/A,N/A,N,4.50 ,工時
6443,元晶,4932.08 ,110年新竹廠及屏東廠資料加總,ISO 14064,36196.69 ,110年新竹廠及屏東廠資料加總,ISO 14064,N/A,N/A,N,6.58 ,營業額
6446,藥華藥,560.91 ,僅台灣製造廠區,N,2606.73 ,僅台灣製造廠區,N,N/A,N/A,N,5.38 ,產品
6449,鈺邦,59.81 ,重要子公司,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6451,訊芯-KY,288.90 ,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,N,35523.01 ,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,N,206.73 ,2021.1~2021.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,N,475.52 ,萬元產值RMB
6456,GIS-KY,3225.05 ,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,158379.92 ,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,64847.35 ,所有廠區及子公司，不包含於2021年初期營運之業泓台灣公司,ISO 14064,1.16 ,百萬營業額
6464,台數科,6.67 ,僅母公司,N,15.18 ,僅母公司,N,N/A,N/A,N,N/A,N/A
6472,保瑞,12649.35 ,合併財務報表之母子公司,ISO 14064,10015.19 ,合併財務報表之母子公司,ISO 14064,21525.11 ,合併財務報表之母子公司,ISO 14064,4.63 ,營業額
6477,安集,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6491,晶碩,228.98 ,晶碩大溪廠及龜山廠,ISO 14064,39213.78 ,晶碩大溪廠及龜山廠,ISO 14064,15616.56 ,晶碩大溪廠及龜山廠,ISO 14064,0.00 ,每單位產品0.07 CO2e
6504,南六,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6505,台塑化,26482766.95 ,母公司,ISO 14064,119051.03 ,母公司,ISO 14064,60285231.72 ,母公司,ISO 14064,43.00 ,百萬營業額
6515,穎崴,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6525,捷敏-KY,0.00 ,包含合併財務報表之子公司,N,39309.24 ,包含合併財務報表之子公司,N,0.00 ,包含合併財務報表之子公司,N,0.01 ,產品
6531,愛普*,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6533,晶心科,292.00 ,僅母公司,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6541,泰福-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6550,北極星藥業-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6552,易華電,294.61 ,易華公司,ISO 14064,20025.43 ,易華公司,ISO 14064,0.00 ,易華公司,ISO 14064,0.00 ,產品
6558,興能高,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6573,虹揚-KY,13815.63 ,新北市新店區北新路三段207-5號4樓,N,14829.58 ,新北市新店區北新路三段207-5號4樓,N,N/A,N/A,N,N/A,N/A
6579,研揚,112.40 ,僅母公司,N,140.30 ,僅母公司,N,N/A,N/A,N,252.70 ,營業額
6581,鋼聯,71848.00 ,僅母公司。,ISO 14064,9532.00 ,僅母公司。,ISO 14064,15244.00 ,僅母公司。,N,0.53 ,服務
6582,申豐,12367.00 ,母公司,N,19998.00 ,母公司,N,N/A,N/A,N,0.24 ,產品
6585,鼎基,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6591,動力-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6592,和潤企業,215.02 ,僅母公司,ISO 14064,36.18 ,僅母公司,ISO 14064,34.10 ,僅母公司,ISO 14064,N/A,N/A
6598,ABC-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6605,帝寶,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6625,必應,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6641,基士德-KY,59.85 ,合併報表之子公司之一-川源(中國)平湖廠區,N,262.80 ,合併報表之子公司之一-川源(中國)平湖廠區,N,20.03 ,合併報表之子公司之一-川源(中國)平湖廠區,N,0.22 ,百萬營業額
6655,科定,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6666,羅麗芬-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6668,中揚光,126.81 ,母公司,N,6426.84 ,母公司,N,1554.79 ,母公司,N,10.78 ,營業額
6669,緯穎,48.67 ,母公司,ISO 14064,7106.56 ,母公司,ISO 14064,14851.47 ,母公司,ISO 14064,N/A,N/A
6670,復盛應用,5730.59 ,桃園廠,N,18582.88 ,桃園廠,N,N/A,N/A,N,0.00 ,產品
6671,三能-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6672,騰輝電子-KY,7657.93 ,合併財務報表之子公司生產型廠區,N,19063.62 ,合併財務報表之子公司生產型廠區,N,N/A,N/A,N,0.00 ,千元營業額
6674,鋐寶科技,17.39 ,母公司,N,652.53 ,母公司,N,N/A,N/A,N,0.23 ,營業額
6691,洋基工程,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6698,旭暉應材,N/A,N/A,N,3585.65 ,僅母公司用電,N,6.13 ,僅母公司用水,N,N/A,N/A
6706,惠特,29.35 ,僅母公司,N,7105.08 ,僅母公司,N,N/A,N/A,N,0.00 ,營業額
6715,嘉基,391.25 ,母公司及合併財務報表之大陸地區子公司,N,2839.06 ,僅大陸地區子公司,N,N/A,N/A,N,N/A,N/A
6719,力智,1.14 ,母公司,N,904.77 ,母公司,N,N/A,N/A,N,N/A,N/A
6743,安普新,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6754,匯僑設計,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6756,威鋒電子,251.00 ,僅母公司,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6768,志強-KY,N/A,N/A,N,110.54 ,僅台灣母公司辦公大樓。,N,N/A,N/A,N,N/A,N/A
6770,力積電,94995.76 ,母公司,ISO 14064,570181.23 ,母公司,ISO 14064,N/A,N/A,N,0.00 ,產品
