id,name,scope1_ton_CO2e,scope1_boundary,scope1_ISO,scope2_ton_CO2e,scope2_boundary,scope2_ISO,scope3_ton_CO2e,scope3_boundary,scope3_ISO,intensity_ton_CO2e,intensity_unit
6776,展碁國際,30.00 ,僅申報公司,ISO 14064,613.00 ,僅申報公司,ISO 14064,N/A,N/A,ISO 14064,0.03 ,百萬營業額
6781,AES-KY,28.42 ,兆普+嘉普,ISO 14064,899.96 ,兆普+嘉普,ISO 14064,9691.87 ,兆普+嘉普,ISO 14064,0.08 ,單位：噸CO2e/百萬元營收
6789,采鈺,7722.00 ,采鈺新竹廠,ISO 14064,36057.00 ,采鈺新竹廠,ISO 14064,21968.00 ,采鈺新竹廠,ISO 14064,0.00 ,噸CO2e/ 8吋晶圓當量-層
6790,永豐實,73927.00 ,臺灣紙品工廠：楊梅廠、清水廠,ISO 14064,48710.00 ,臺灣紙品工廠：楊梅廠、清水廠,ISO 14064,N/A,N/A,N,1.29 ,產品
6792,詠業,5276.18 ,母公司,N,46.63 ,母公司,N,11.13 ,母公司,N,N/A,N/A
6796,晉弘,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
6799,來頡,N/A,N/A,N,35.18 ,母公司,N,N/A,N/A,N,0.03 ,營業額單位為佰萬元
6806,森崴能源,N/A,N/A,N,116.44 ,僅母公司,N,N/A,N/A,N,1.11 ,以全年平均每人計算
6807,峰源-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8011,台通,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8016,矽創,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8021,尖點,146.60 ,僅母公司,N,5763.80 ,僅母公司,N,N/A,N/A,N,0.00 ,產品
8028,昇陽半導體,3917.53 ,僅母公司,ISO 14064,20416.74 ,僅母公司,ISO 14064,9779.69 ,僅母公司,ISO 14064,0.06 ,產品
8033,雷虎,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8039,台虹,5754.72 ,母公司,ISO 14064,18405.32 ,母公司,ISO 14064,N/A,N/A,N,0.67 ,產品
8046,南電,11686.98 ,母公司,ISO 14064,421396.31 ,母公司,ISO 14064,447136.79 ,母公司,ISO 14064,8.29 ,百萬營業額
8070,長華*,1869.00 ,包含合併財務報表之母子公司,N,49582.00 ,包含合併財務報表之母子公司,N,N/A,N/A,N,0.00 ,營業額
8072,陞泰,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8081,致新,9.38 ,母公司,N,1140.86 ,母公司,N,N/A,N/A,N,0.15 ,營業額
8101,華冠,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8103,瀚荃,30.51 ,母公司,ISO 14064,228.90 ,母公司,ISO 14064,40.66 ,母公司,ISO 14064,N/A,N/A
8104,錸寶,N/A,N/A,N,13818.56 ,母公司-錸寶,N,N/A,N/A,N,8.53 ,營業額
8105,凌巨,159966.70 ,母公司之八德廠區及子公司KGO,ISO 14064,98925.11 ,母公司之八德廠區及子公司KGO,ISO 14064,N/A,N/A,N,0.84 ,產品
8110,華東,2830.87 ,僅母公司,N,98437.57 ,僅母公司,N,239324.47 ,僅母公司,N,0.00 ,產品
8112,至上,3.39 ,僅母公司,ISO 14064,232.32 ,僅母公司,ISO 14064,1500.39 ,僅母公司,ISO 14064,25.87 ,以個體營業額(新台幣百億元)計算
8114,振樺電,357.92 ,僅振樺母公司,N,1399.31 ,僅振樺母公司,N,N/A,N/A,N,66.61 ,每億營業額
8131,福懋科,1690.47 ,僅母公司,ISO 14064,131507.86 ,僅母公司,ISO 14064,N/A,N/A,N,13.40 ,百萬營業額
8150,南茂,1538.44 ,母公司(台灣六個廠區),ISO 14064,248244.64 ,母公司(台灣六個廠區),ISO 14064,56475.30 ,母公司(台灣六個廠區),ISO 14064,9.12 ,百萬營業額
8163,達方,5315.64 ,母公司(台灣廠區及中國廠區),ISO14064-1(2018),93037.64 ,母公司(台灣廠區及中國廠區),ISO14064-1(2018),968.66 ,母公司(台灣廠區及中國廠區),ISO14064-1(2018),4.89 ,百萬營業額
8201,無敵,N/A,N/A,N,483.18 ,母公司,N,12.26 ,母公司,N,0.64 ,營業額
8210,勤誠,396.44 ,母公司+子公司工廠,子公司工廠通過查證,11577.45 ,母公司+子公司工廠,子公司工廠通過查證,N/A,N/A,N,0.00 ,營業額
8213,志超,948.47 ,僅母公司,ISO 14064,19617.36 ,僅母公司,ISO 14064,N/A,N/A,N,N/A,N/A
8215,明基材,19048.38 ,桃園廠區、雲林廠區及大陸廠區,ISO 14064,40529.57 ,桃園廠區、雲林廠區及大陸廠區,ISO 14064,9401.16 ,桃園廠區、雲林廠區及大陸廠區,ISO 14064,3.61 ,百萬營業額
8222,寶一,2653.89 ,目前無相關資料,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8249,菱光,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8261,富鼎,10.38 ,僅母公司,N,476.95 ,僅母公司,N,N/A,N/A,N,3.81 ,服務
8271,宇瞻,681.00 ,僅母公司,N,1887.30 ,僅母公司,N,N/A,N/A,N,0.32 ,營業額
8341,日友,61402.00 ,母公司(雲林廠及彰濱廠),N,N/A,N/A,N,N/A,N/A,N,2.13 ,焚化量
8367,建新國際,6011.00 ,僅母公司,N,1271.00 ,僅母公司,N,N/A,N/A,N,4.58 ,百萬營業額
8374,羅昇,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8404,百和興業-KY,21492.41 ,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,N,68259.39 ,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,N,N/A,N/A,N,7.51 ,產品
8411,福貞-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8422,可寧衛,2004.22 ,可寧衛、岡聯事業、吉衛、大寧(股)公司,ISO 14064,611.28 ,可寧衛、岡聯事業、吉衛、大寧(股)公司,ISO 14064,5526.13 ,可寧衛、岡聯事業、吉衛、大寧(股)公司,ISO 14064,0.05 ,公噸廢棄物處理量
8429,金麗-KY,2130.00 ,合併財務報表之母子公司,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8438,昶昕,N/A,N/A,N,13841.00 ,大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠,N,N/A,N/A,N,N/A,N/A
8442,威宏-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8443,阿瘦,N/A,N/A,N,1603.00 ,僅母公司,N,0.90 ,僅母公司,N,N/A,N/A
8454,富邦媒,384.99 ,2021年揭露範圍為總部大樓、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工),ISO 14064,7384.91 ,2021年揭露範圍為總部大樓、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工),ISO 14064,2204.74 ,2021年揭露範圍為總部大樓、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工),ISO 14064,3.60 ,排放強度之計算以當年度總溫室氣體排放量(公噸CO2e)/當年度年底總部總雇用人數
8462,柏文,834.00 ,包含合併財務報表之母子公司,N,16582.00 ,包含合併財務報表之母子公司,N,N/A,N/A,N,6.68 ,百萬營業額
8463,潤泰材,523791.16 ,潤泰精密材料股份有限公司宜蘭冬山廠,N,41054.41 ,潤泰精密材料股份有限公司宜蘭冬山廠,N,N/A,N/A,N,0.89 ,熟料產量
8464,億豐,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8466,美吉吉-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8467,波力-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8473,山林水,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8476,台境,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8478,東哥遊艇,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8481,政伸,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8482,商億-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8488,吉源-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8499,鼎炫-KY,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8926,台汽電,378803.47 ,台灣汽電共生股份有限公司 官田汽電共生廠,ISO 14064,3151.76 ,台灣汽電共生股份有限公司 官田汽電共生廠,ISO 14064,N/A,N/A,N,0.00 ,每單位蒸汽排放二氧化碳當量：340.4公斤/公噸蒸汽；每單位電力排放二氧化碳當量：988.6公斤/度電力
8940,新天地,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
8996,高力,326.82 ,母公司,N,6947.63 ,母公司,N,8375.10 ,母公司,N,3.26 ,百萬營業額
9802,鈺齊-KY,4897.82 ,中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N,44626.22 ,中國和誠廠、柬埔寨齊鼎廠、越南鈺齊廠,N,N/A,N/A,N,N/A,N/A
9902,台火,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9904,寶成,13600.00 ,本公司製鞋廠區,印尼兩個製鞋工廠數據已取得ISO 14064外部驗證。,429400.00 ,本公司製鞋廠區,印尼兩個製鞋工廠數據已取得ISO 14064外部驗證。,7760.56 ,主要盤查成品鞋貨物下游運輸，與母公司員工航空差旅等兩個項目。,N,N/A,N/A
9905,大華,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9906,欣巴巴,32.69 ,僅母公司,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9907,統一實,46157.00 ,台灣總公司排放量,ISO 14064,97941.00 ,台灣總公司排放量,ISO 14064,1797663.00 ,台灣總公司排放量,ISO 14064,0.15 ,產品
9908,大台北,N/A,N/A,N,922.90 ,母公司三棟大樓自用樓層及內湖工務部辦公室,N,N/A,N/A,N,0.03 ,營業額每10萬元
9910,豐泰,10021.00 ,包含合併財務報表之母子公司,N,214482.00 ,包含合併財務報表之母子公司,N,12.00 ,包含合併財務報表之母子公司,N,0.11 ,每仟元美金產值
9911,櫻花,337.80 ,僅母公司,N,2926.80 ,僅母公司,N,N/A,N/A,N,N/A,N/A
9912,偉聯,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9914,美利達,1065.84 ,僅母公司,N,6807.20 ,僅母公司,N,1726.37 ,僅母公司,N,0.05 ,營業額單位為佰萬元
9917,中保科,3340.40 ,母公司,N,4660.18 ,母公司,N,N/A,N/A,N,1.11 ,計算標準:排放量/每百萬元營收
9918,欣天然,N/A,N/A,N,197.49 ,欣欣大樓,N,N/A,N/A,N,197.49 ,營業額
9919,康那香,2624.63 ,僅個體公司所有製造廠區(不含分公司),N,15757.42 ,僅個體公司所有製造廠區(不含分公司),N,13.02 ,僅個體公司所有製造廠區(不含分公司),N,3120.34 ,產量(噸)
9921,巨大,8600.00 ,僅母公司日南廠,N,20000.00 ,僅母公司日南廠,N,N/A,N/A,N,0.03 ,單台
9924,福興,454.16 ,僅母公司,ISO 14064,7635.82 ,僅母公司,ISO 14064,10307.06 ,僅母公司,ISO 14064,4.23 ,百萬營業額
9925,新保,1947.10 ,母公司,N,2916.19 ,母公司,N,N/A,N/A,N,N/A,N/A
9926,新海,457.60 ,僅本公司,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9927,泰銘,12776.63 ,母公司,N,4656.15 ,母公司,N,N/A,N/A,N,0.58 ,產品
9928,中視,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9929,秋雨,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9930,中聯資源,74253.00 ,僅母公司,ISO 14064,69176.00 ,僅母公司,ISO 14064,464887.00 ,僅母公司,N,0.05 ,高爐石粉
9931,欣高,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9933,中鼎,4477.33 ,中鼎總部大樓加上全球所有工地,ISO 14064,5121.74 ,中鼎總部大樓加上全球所有工地,ISO 14064,205.44 ,根據顯著性評估結果，2021年僅盤查廢棄物運輸及處理（總部）以及車輛租賃用油（總部與國內工地）。,ISO 14064,416.10 ,百萬工時
9934,成霖,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9935,慶豐富,1049.00 ,僅母公司,N,N/A,N/A,N,N/A,N/A,N,0.00 ,營業額
9937,全國,N/A,N/A,N,4560.31 ,涵蓋本公司所有營運據點及同為經營加油站之子公司埔祥開發(股)公司及上員(股)公司。,N,N/A,N/A,N,0.01 ,每公秉油品銷售之單位排放量
9938,百和,2844.10 ,台灣百和工業股份有限公司,N,8301.67 ,台灣百和工業股份有限公司,N,23489.09 ,台灣百和工業股份有限公司,N,1.40 ,產品
9939,宏全,14477.11 ,僅母公司,N,72099.67 ,僅母公司,N,N/A,N/A,N,11.56 ,營業額
9940,信義,504.40 ,信義房屋股份有限公司,ISO 14064,5842.20 ,信義房屋股份有限公司,ISO 14064,3814.40 ,信義房屋股份有限公司,ISO 14064,1.25 ,員工人數
9941,裕融,904.92 ,母公司+子公司新鑫、裕富數位,N,624.72 ,母公司+子公司新鑫、裕富數位,N,1.16 ,母公司+子公司新鑫、裕富數位,N,0.11 ,營業額(百萬元)
9942,茂順,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9943,好樂迪,N/A,N/A,N,14816.22 ,合併財務報表之母子公司,N,N/A,N/A,N,8.81 ,t-CO2e(14816.22)/其他-營收百萬元(1681.905)
9944,新麗,989.72 ,新麗企業八德廠,N,830.01 ,新麗企業八德廠,N,N/A,N/A,N,1.98 ,產品
9945,潤泰新,523791.16 ,包含合併財務報表之母子公司,N,41054.41 ,包含合併財務報表之母子公司,N,N/A,N/A,N,0.89 ,熟料產能
9946,三發地產,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9955,佳龍,N/A,N/A,N,N/A,N/A,N,N/A,N/A,N,N/A,N/A
9958,世紀鋼,1205.07 ,桃園市觀音區中山路一段1119號,ISO 14064,2636.10 ,桃園市觀音區中山路一段1119號,ISO 14064,1191.99 ,桃園市觀音區中山路一段1119號,ISO 14064,N/A,N/A
