代號,名稱,TESG評等季度,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,industry_id,E1_YoY,E1_base_YoY,E7_YoY,E7_base_YoY,E9_YoY,E9_base_YoY,E10_YoY,E10_base_YoY,E15_YoY,E15_base_YoY,E16_YoY,E16_base_YoY,E17_YoY,E17_base_YoY,E20_YoY,E20_base_YoY,E21_YoY,E21_base_YoY,S1_YoY,S1_base_YoY,S2_YoY,S2_base_YoY,S4_YoY,S4_base_YoY,S7_YoY,S7_base_YoY,S8_YoY,S8_base_YoY,S9_YoY,S9_base_YoY,S10_YoY,S10_base_YoY,S11_YoY,S11_base_YoY,S12_YoY,S12_base_YoY,S13_YoY,S13_base_YoY,S14_YoY,S14_base_YoY,S15_YoY,S15_base_YoY,S17_YoY,S17_base_YoY,S19_YoY,S19_base_YoY,S20_YoY,S20_base_YoY,S21_YoY,S21_base_YoY,S24_YoY,S24_base_YoY,G1_YoY,G1_base_YoY,G5_YoY,G5_base_YoY,G6_YoY,G6_base_YoY,G7_YoY,G7_base_YoY,G8_YoY,G8_base_YoY,G13_YoY,G13_base_YoY,G14_YoY,G14_base_YoY,G19_YoY,G19_base_YoY,G20_YoY,G20_base_YoY,G21_YoY,G21_base_YoY,G22_YoY,G22_base_YoY,G24_YoY,G24_base_YoY,E2_perf,E3_perf,E4_perf,E5_perf,E6_perf,E8_perf,E11_perf,E12_perf,E13_perf,E14_perf,S3_perf,S5_perf,S6_perf,S16_perf,S18_perf,S23_perf,S25_perf,G2_perf,G3_perf,G4_perf,E18_perf,LEVEL_110,TESG_110,LEVEL_111,TESG_111,TESG_change,LEVEL_110,TESG_110,LEVEL_111,TESG_111,TESG_change
2010,春源,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,16,0.17655896274953692,-0.0730637161388783,,,-0.026375796415663722,-0.004820349289925564,,,,,,,,,,,,,inf,,,,,,-1.0,1.0,,,,,,,,,2.278155483298847,0.28289723170269243,inf,-1.0,-0.7327272727272728,0.6936104695919938,-0.13086770981507823,0.09501557632398754,,,0.2886201209455744,-0.13787383288307498,0.003749812509374531,-0.01229629629629627,0.1999999999999999,0.19047619047619047,,,,,,,,,-0.06208178438661704,-0.19485184076623763,-1.0,50.483333333333334,0.5797788309636651,-0.35931174089068824,,,0.16666666666666666,-0.14285714285714285,,,,,,,,,-3.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-2.0,-2.0,1.0,-9.0,0.0,-1.0,0.0,,B+,62.15,A,67.86,↑,B+,62.15,A,67.86,↑
2012,春雨,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,3.9446387832699625,-0.889449348465742,,,2.1144990696307904,-0.7650861573147445,,,,-1.0,,,,,,,,,,,,-1.0,,,-1.0,-0.8571428571428571,,,,,,,,,-0.5619855967078189,8.041860465116281,,-1.0,1.8073807380738076,-0.12173913043478268,0.34191176470588236,-0.4439252336448598,,-1.0,-0.1472788898126239,0.4419955735890816,-0.0963855421686747,-0.05142857142857143,inf,-1.0,,-1.0,,-1.0,,-1.0,,,0.8962800875273521,0.028352835283528468,,,10.902439024390244,-0.918,-1.0,inf,0.0,0.75,-1.0,2.0000000000000004,,,,,,,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,B+,61.28,A,64.65,↑,B+,61.28,A,64.65,↑
2013,中鋼構,2021/12,2022/03/31,2020.0,0.0,公共建設,工程與建造服務,16,3.5830860534124627,-0.9357115604731019,,,-0.49208241737769665,-0.004820349289925564,,,,,,,,,,,,,,,,,,,-1.0,inf,,,,,,-1.0,,,1.8578236695790307,-0.028099428747877162,-1.0,inf,-0.518292122437724,0.09314710610932486,-0.6383768561187916,2.042056074766355,,,0.2087227414330217,-0.13787383288307498,-0.12149392530373483,-0.01229629629629627,-1.0,0.19047619047619047,,,,,,,,,0.530746105493304,2.859704641350211,,,0.0,0.0,,,0.16666666666666666,-0.14285714285714285,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,A+,70.31,A+,71.66,-,A+,70.31,A+,71.66,-
2014,中鴻,2021/12,2022/03/31,2020.0,1.0,提煉與礦產加工,鋼鐵製造商,16,-0.4433030303030303,-0.35160624815797237,,,-0.5897815033338131,-0.7339280928131102,,,,,,,,,,,,,,,,,,,-1.0,inf,,,,,,-1.0,,,9.207253886010363,-0.8170616113744076,inf,,-0.9877146240378922,-0.017309090909090875,-0.31006006006006004,0.6875,inf,,0.07499124956247806,-0.09727159265052052,0.0,-0.01229629629629627,-0.40476190476190477,1.0,,,,,,,,,-1.0,-0.7583061889250815,,-1.0,0.07411385606874323,0.5996563573883164,,,0.16666666666666666,0.5,,,,,,,,,5.0,0.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,,A+,72.32,A,67.96,↓,A+,72.32,A,67.96,↓
2015,豐興,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,16,0.37275159497839067,0.19034786869181777,,,2.445649986959276,0.687032497328556,,,,,,,,-1.0,,,,,,-1.0,,,,,-1.0,0.0,,,,,,,,,2.196124290010023,0.07252920518884831,,,-1.0,37.085,-0.3593974175035868,-0.37656529516994636,inf,-1.0,-0.08374564779182701,-0.0905,-0.512524373781311,-0.12489335170965414,196.99999999999997,-0.30555555555555547,,,,,,,,,100.61538461538461,-0.9929103799309217,-1.0,inf,0.567398119122257,-0.362,,,0.0,2.5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,B,52.47,B+,60.67,↑,B,52.47,B+,60.67,↑
2017,官田鋼,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.3094906972373614,42.614754098360656,,,0.28146025324042845,-0.16983361841082265,,,,,,,,,,,,,,,,,,,-1.0,0.6666666666666666,,,,,,-1.0,,,0.7438257944587057,-0.6951288625016867,-1.0,-0.325,-0.9163413273842722,-0.5700239808153478,-0.06732070365358593,-0.16591422121896163,inf,,0.12561847168774046,-0.13787383288307498,0.0,-0.01229629629629627,0.0,0.19047619047619047,,,,,,,,,1.199501246882793,1.0863683662851198,,,3.4642857142857144,-0.776,-1.0,inf,2.5,0.0,,,,,,,,,-3.0,1.0,-3.0,0.0,-1.0,-3.0,0.0,-2.5,0.0,1.0,0.0,-0.5,0.0,-2.0,-2.0,-2.0,-9.0,-0.5,0.5,-1.0,,B,52.88,B,55.89,-,B,52.88,B,55.89,-
2020,美亞,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.682136242025108,-0.0730637161388783,,,-0.49208241737769665,-0.004820349289925564,,,,,,,,,,,,,,-1.0,,,,,-1.0,-0.9230769230769231,,,,,,-1.0,,,4.2494893492850885,-0.8613280459677093,-1.0,12.999999999999998,4.980725623582766,-0.8821958060638441,-0.37054367201426025,1.0035714285714286,,,0.2087227414330217,-0.13787383288307498,-0.12149392530373483,-0.01229629629629627,-1.0,0.19047619047619047,,,,,,,,,-0.5703547805171377,-0.3166221491678653,,-1.0,-0.007000000000000006,0.04384133611691027,,,0.0,0.16666666666666666,,,,,,,,,5.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,,B-,49.66,C,45.7,↓,B-,49.66,C,45.7,↓
2022,聚亨,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.4433030303030303,3.1904761904761902,,,-0.5897815033338131,2.2034113172755565,,-1.0,,-1.0,,-1.0,,,,,,,,,,-1.0,,,-1.0,inf,,,,-1.0,,-1.0,,,0.5289095847885138,-0.3519589599155057,,,0.3008713794796269,-0.45874850538062967,0.4359375,-0.6462785556374355,inf,,0.07499124956247806,-0.09727159265052052,0.0,-0.01229629629629627,-0.40476190476190477,1.0,,-1.0,,-1.0,,-1.0,,-1.0,-0.28625746876697444,-1.593105670103093,,,0.08987485779294649,-0.121,,,0.0,1.3333333333333333,,,,,,,,,-2.0,-1.0,0.0,0.0,0.0,-3.0,0.0,-1.0,-2.0,0.0,0.0,-0.5,0.0,-0.5,0.0,1.0,-3.0,-0.5,-0.5,0.0,,B+,58.24,B+,63.13,-,B+,58.24,B+,63.13,-
2023,燁輝,2021/12,2022/03/31,2020.0,1.0,提煉與礦產加工,鋼鐵製造商,16,-0.13380303030303028,0.2590614269362838,,,-0.37326473833165447,0.5459972561088657,,,,,,,,,,,,,,,,,,,-1.0,-0.6666666666666666,,,,,,-1.0,,,1.6259896946085206,-0.7535998513609761,-0.6476510067114094,73.5,14.256711409395976,-0.9824001889912592,-0.15373961218836565,-0.49262122276879833,,,0.2307052852642633,-0.09727159265052052,0.00371231438428082,-0.01229629629629627,-0.2857142857142858,1.0,,,,,,,,,-0.17593643586833152,0.2278745644599304,,,0.0,0.0,,,0.0,0.75,,,,,,,,,-5.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,-3.0,-9.0,0.0,0.0,0.0,,A,69.2,A,68.45,-,A,69.2,A,68.45,-
2024,志聯,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,2857.45,-0.9994675186368478,,,-0.026375796415663722,1.1015582178372874,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,-0.5645060441850771,5.575304919830067,inf,-1.0,17.481707317073173,-0.9667567567567569,-0.4480578139114724,0.19675675675675675,,,0.288665933663185,-0.4543,0.00371231438428082,-0.11106666666666665,0.1999999999999999,0.19047619047619047,,,,,,,,,-0.10075093867334176,0.7238403451995686,,,0.0,0.0,,,0.4,1.5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C,44.2,C,46.06,-,C,44.2,C,46.06,-
2025,千興,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.24383618028400908,-0.0730637161388783,,,-0.36273147285666385,-0.004820349289925564,,,,,,,,,,,,,,,,,,,-1.0,inf,,,,,-1.0,inf,,,2.290462669116419,-0.637437170713983,,,3.491313559322034,-0.8574707090228288,0.11169354838709677,-0.03426791277258567,inf,,0.12561847168774046,-0.13787383288307498,0.0,-0.01229629629629627,0.0,0.19047619047619047,,,,,,,,,-1.0,-1.4184443715129635,-1.0,inf,2.584229390681003,-0.721,-1.0,inf,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,C-,38.04,C-,39.11,-,C-,38.04,C-,39.11,-
2027,大成鋼,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.682136242025108,-0.0730637161388783,,,-0.49208241737769665,-0.004820349289925564,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,inf,-1.0,inf,-0.050809898169155335,2.4397459165154265,,,-0.5810951239008793,32.095238095238095,0.020592485549132948,0.0778816199376947,,,0.2087227414330217,-0.13787383288307498,-0.12149392530373483,-0.01229629629629627,-1.0,0.19047619047619047,,,,,,,,,-0.8863238894718433,-0.34546703296703296,-0.8869333333333332,inf,0.8939393939393938,-0.11705685618729089,,,0.0,0.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,B,56.06,B,55.42,-,B,56.06,B,55.42,-
2028,威致,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,2.485914634146342,-0.6871423120946204,,,-0.37326473833165447,0.5459972561088657,,,,,,,,,,,,,,,,,,,-1.0,6.0,,,,,-1.0,inf,,,5.091836734693877,1.2200647249190941,inf,,0.19644736842105273,inf,-0.2647412755716005,0.29439252336448596,,,0.2307052852642633,-0.09727159265052052,0.00371231438428082,-0.01229629629629627,-0.2857142857142858,1.0,,,,,,,,,-1.0,-4.834881320949432,,,0.0,0.17924528301886797,,,0.75,-0.42857142857142855,-1.0,inf,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,B-,48.41,B-,49.67,-,B-,48.41,B-,49.67,-
2029,盛餘,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.24383618028400908,-0.0730637161388783,,,-0.36273147285666385,-0.004820349289925564,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,,1.8759124087591241,-0.7104206298879729,-1.0,2.4999999999999996,1.3596393588601958,-0.1371494429504418,-0.041376912378303196,0.015536723163841809,inf,,0.12561847168774046,-0.13787383288307498,0.0,-0.01229629629629627,0.0,0.19047619047619047,,,,,,,,,-0.8792682926829268,6.917241379310345,,,0.2135922330097088,-0.17600000000000005,,,0.0,0.4,,,,,,,,,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,A,65.84,A,66.11,-,A,65.84,A,66.11,-
2030,彰源,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.85642047674873,23.255924170616115,,,-0.9142018334817342,79.54444444444444,-1.0,inf,-1.0,inf,,,,,,,,,,,,,,,-1.0,2.5,,,-1.0,inf,-1.0,inf,,,-0.2149204957557885,0.4328213327242618,-1.0,0.25000000000000006,0.49964629315223535,-0.49173018840788146,-0.060967302452316074,0.14330218068535824,inf,,-0.14006719865602701,0.1284895018721268,0.6667500000000001,-0.4074074074074074,-0.9181669394435351,13.547619047619046,-1.0,inf,-1.0,inf,-1.0,inf,-1.0,inf,1.359270787016452,0.23571428571428568,,,0.0,0.0,,,0.0,2.5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,B+,58.1,B-,51.15,↓,B+,58.1,B-,51.15,↓
2031,新光鋼,2021/12,2022/03/31,2020.0,1.0,提煉與礦產加工,鋼鐵製造商,16,-0.9962590592582067,4.369706219000381,,,-0.9259669151910531,-0.681708628425229,,,,,,,,,,,,,,,inf,,,,,,,,,,,,,,-0.8324243926623699,1.6609498680738788,,,-0.9064546304957904,16.62087912087912,0.359253499222395,0.001557632398753894,inf,,-0.18093333333333333,0.18489027916014983,-0.2410668548726763,0.30143703703703695,-0.823943661971831,5.761904761904761,inf,,inf,,inf,,inf,,-0.23109243697478984,0.015647226173541882,0.08106473079249847,inf,0.10074626865671636,-0.19599999999999995,,,-0.3333333333333333,-0.5714285714285714,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,B+,62.25,B+,59.01,-,B+,62.25,B+,59.01,-
2032,新鋼,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,17.707810499359795,-0.8510110644792065,,,-0.2981652036264211,0.5459972561088657,,,,,,,inf,,,,,,,,,,,,-1.0,2.0,,,,,,,,,1.0747613284926716,-0.7994336569579288,inf,,-0.4081779053084648,-0.2255555555555556,0.076953125,-0.6037151702786377,inf,,0.07507875393769686,-0.09727159265052052,0.0,-0.01229629629629627,0.19047619047619047,1.0,,,,,,,,,0.23192126658108678,-0.4907387230333406,,-1.0,0.28072837632776926,-0.34099999999999997,inf,,2.5,-0.6666666666666666,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.5,0.5,0.0,,C,47.02,C,42.21,-,C,47.02,C,42.21,-
2033,佳大,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.6543173297859476,-0.2912184459777996,,,-0.6919247115968427,1.014021132613083,,-1.0,-1.0,-0.5,,,,-1.0,,,,,-1.0,inf,-1.0,inf,,,-1.0,2.0,,,,-1.0,,-1.0,,,0.5639970059880239,0.8054054054054053,inf,-1.0,-1.0,0.14363307181653584,0.175,-0.21686746987951808,,-1.0,0.288665933663185,-0.0905,0.00371231438428082,-0.3333,-0.6938775510204082,3.9,-1.0,-0.75,-1.0,-0.3333333333333333,-1.0,-0.5,-1.0,inf,-0.9626931567328919,0.13448534936138234,,,-0.09099999999999997,0.0,inf,,0.4,4.0,,-1.0,,,,,,,2.5,0.0,0.0,0.0,0.0,2.5,0.0,1.5,1.0,1.0,0.0,0.0,1.0,1.5,1.0,0.0,2.0,0.5,0.5,0.0,,C-,41.22,C-,39.17,-,C-,41.22,C-,39.17,-
2034,允強,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,1.6272518382352938,16.691056910569106,,,1.8933289043901902,-0.6651155029849086,,,,,,,,,,,,,,,,,,,-1.0,inf,,,,,,,,,-0.6889412907029163,1.277264471294322,47.08333333333333,inf,-1.0,43.70149253731343,-0.1067251461988304,-0.3083923154701719,,,0.2886201209455744,-0.13787383288307498,0.003749812509374531,-0.01229629629629627,-0.6,0.19047619047619047,,,,,,,,,-0.6358479863868406,3.347718865598027,,,-0.378,0.0,inf,,0.75,0.3333333333333333,,,,,,,,,4.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,,B,53.9,B,57.08,-,B,53.9,B,57.08,-
2038,海光,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,0.42613706523976125,-0.20422535211267603,,,0.4116435038563284,-0.30969650205761323,,,,,,,inf,,,,,,,,,,,,1.0,0.0,,,,,,,,,2.4571428571428564,-0.4358794674141555,,,-0.2609756097560976,2.080601092896175,-0.18434913468773514,0.16886543535620052,inf,,0.08851017042330948,0.09140000000000001,-0.0625468726563672,0.010151515151515177,9.2,-0.7487437185929648,,,,,,,,,0.1733333333333333,-0.7939560439560439,,,-0.248,0.0,,,0.0,0.0,inf,,,,,,,,-0.5,0.0,0.0,2.0,0.0,-2.5,0.0,-1.5,0.0,0.0,1.0,1.0,0.0,0.5,-1.0,4.0,-1.0,-0.5,0.5,0.0,,C,45.34,C,45.71,-,C,45.34,C,45.71,-
2049,上銀,2021/12,2022/03/31,2020.0,1.0,資源轉化,工業機械與物品,21,4.476950354609929,-0.9484272128749085,,,-0.677062481492449,-0.5820916947994733,,,,,,,,-1.0,,,,,,,,,,,-1.0,inf,,,,,2.003003003003003,inf,,,-0.524074074074074,8.10185408138695,-1.0,inf,0.12053379250968578,-0.5653068862275449,-0.19193363844393593,0.8695187165775401,,,0.2087227414330217,0.2653913043478261,-0.12149392530373483,0.16964912280701758,-1.0,-0.9968306288032454,,,,,,,,,-0.5554474708171205,inf,,,0.0,0.0,,,2.5,-0.7142857142857143,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,-1.0,-2.0,0.0,0.0,1.0,-9.0,-1.0,0.0,0.0,,A+,76.4,A+,70.62,-,A+,76.4,A+,70.62,-
2059,川湖,2021/12,2022/03/31,2020.0,0.0,提煉與礦產加工,鋼鐵製造商,17,1.6479728339164437,1.964612568639414,,,-0.36273147285666385,1.3494550706876174,,,,,,,,,,,,,,,,,,,inf,,,,,,,,,,0.4586365162879211,0.266194188518781,inf,,7.200980392156863,-0.9222560975609756,0.07298720842738901,0.006818181818181818,,,0.12571009712296133,-0.09306963603124482,0.0,-0.2508988764044944,0.0,inf,,,,,,,,,-0.3308704687139229,0.8445485519591142,,,0.5174506828528073,-0.34099999999999997,,,-0.5714285714285714,0.0,,,,,,,,,1.0,-1.0,3.0,-1.0,-1.0,4.0,0.0,2.0,1.0,1.0,-1.0,0.0,-2.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,,A,69.55,A,69.37,-,A,69.55,A,69.37,-
2062,橋椿,2021/12,2022/03/31,2020.0,0.0,消費品,裝潢材料與家具,24,5.901992031872509,-0.8355715689485752,,,15.084525578433452,-0.9394161522633745,,,,,,,,-1.0,,,,,,,,,,,-1.0,3.0,,,,,,-1.0,,,-0.7351587254140013,0.30374123148869836,7.0,-0.891304347826087,-0.4300987955068345,1.0462475768485184,-0.08968609865470852,0.301556420233463,,,0.08851017042330948,0.09140000000000001,-0.0625468726563672,0.010151515151515177,9.2,-0.7487437185929648,,,,,,,,,0.6932826362484156,0.25636942675159247,inf,,-0.399,0.13765642775881684,,,2.5,-0.6666666666666666,,,,,,,,,2.5,-2.0,1.0,0.0,1.0,0.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,-1.0,0.0,0.0,0.0,,A+,72.4,A+,71.01,-,A+,72.4,A+,71.01,-
2069,運錩,2021/12,2022/03/31,,0.0,提煉與礦產加工,鋼鐵製造商,16,-0.4433030303030303,0.0809040288241074,,,-0.5897815033338131,0.07237654320987653,,,,,,,,,,,,,,,,,,,-1.0,0.0,,,,,,,,,-0.6229717902107319,0.5317108384036301,,,-0.10461828463713473,2.0753623188405794,0.31965811965811963,-0.21052631578947367,,,0.07507875393769686,0.1428,0.0,0.010151515151515177,-0.40476190476190477,-0.5778894472361809,,,,,,,,,-0.8336823212683219,-0.3670957970465733,,,0.0,0.0,,,-0.5714285714285714,0.75,,,,,,,,,4.5,1.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,2.0,0.5,0.0,2.5,2.0,1.0,2.0,1.0,1.5,1.0,,B,51.77,B-,49.14,↓,B,51.77,B-,49.14,↓
2101,南港,2021/12,2022/03/31,2020.0,1.0,運輸,汽車零件,13,0.14981432360742705,3.5752427184466025,,,1.1541064110813832,-0.051950553860972824,,,-1.0,-0.5,,-1.0,,,,,,,,,,-1.0,,,-1.0,-0.6666666666666666,,,,-1.0,-1.0,2.3363363363363363,,,-0.6242073122993815,-0.6560573013436735,10.636363636363635,-0.9565217391304348,-0.9523454951600893,0.16428261811876893,0.08681135225375626,-0.38689866939611056,-1.0,0.4521575984990619,0.11116666666666669,-0.4,-0.14285714285714285,-0.015637304533693334,0.7021276595744681,-0.9739900387382402,-1.0,-0.4375,-1.0,-0.8888888888888888,,-1.0,,-1.0,-0.8909838046893885,1.038935436175456,,-1.0,2.4965034965034967,0.2999999999999999,,,2.5,1.0,,,,,,,,,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,2.0,-1.0,-11.0,1.0,1.0,0.0,,B+,61.56,A,66.4,↑,B+,61.56,A,66.4,↑
2102,泰豐,2021/12,2022/03/31,2020.0,0.0,運輸,汽車零件,13,-0.9997047728391012,0.11503291880029269,,,-0.999746028477415,0.1538427268857231,,,,,,,,,,,,,,,,,,,,,,,,,-0.5045045045045045,inf,,,11.108869432813096,-0.7806629372964851,,-1.0,-0.9522399111440207,3.2873015873015876,1.6750285062713797,-0.06203208556149733,,,0.5764216793266268,-0.09639420289855065,0.11116666666666669,0.05263157894736842,-0.9944326912370559,-0.4307175456389452,,,,,,,,,-0.4378188214599824,1.9936808846761456,-1.0,-0.717017208413002,-0.252,0.22249388753056243,,-1.0,-0.5714285714285714,0.75,,,,,,,,,0.0,1.0,-3.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-1.0,1.0,0.0,1.0,-2.0,-3.0,3.0,1.0,1.0,1.0,,B+,62.0,C,41.14,↓,B+,62.0,C,41.14,↓
2103,台橡,2021/12,2022/03/31,2020.0,1.0,資源轉化,化學,10,1.7940684410646388,-0.19768151311775475,,,0.675022035060229,-0.1061408500021885,,,,,,,,-1.0,,,,,,,,,,,-0.6,0.6666666666666666,,,,,0.509009009009009,inf,,,-0.48980616651601894,-0.1112202088726233,-1.0,-0.12280701754385957,-0.7924079002661437,0.0012622720897616188,-0.17857142857142858,0.18787878787878787,,,-0.21429941804693997,0.299401695196942,-0.1967469879518072,-0.06741573033707865,inf,,,,,,,,,,-0.3202175303902752,-3.0647291941875827,inf,,1.2222222222222223,-0.55,,,1.3333333333333333,-0.5714285714285714,,,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,1.0,-9.0,0.0,-1.0,0.0,,B-,47.59,B+,59.12,↑,B-,47.59,B+,59.12,↑
2104,國際中橡,2021/12,2022/03/31,2020.0,1.0,資源轉化,化學,10,-0.9976519826913528,16.2019524100061,,,-0.5804175303887056,2.5683897229395543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.585429476430035,-0.6545220469906662,-1.0,inf,-0.35684647302904565,-0.9350316754279553,0.3686131386861314,0.007352941176470588,,,-0.14532173913043478,0.19453215888316433,-0.3333,0.12359550561797752,-0.7572815533980581,inf,,,,,,,,,1.5356052899287895,1.33214709371293,inf,,-0.43000000000000005,0.22549019607843146,,,-0.5714285714285714,0.4,inf,,,,,,,,0.0,-2.0,3.0,0.0,2.0,-1.0,1.0,2.0,1.0,1.0,0.0,-1.0,0.0,0.0,2.0,3.0,-7.0,-1.0,-2.0,0.0,,B,53.09,B+,57.91,↑,B,53.09,B+,57.91,↑
2105,正新,2021/12,2022/03/31,2020.0,0.0,運輸,汽車零件,13,-0.8696814925161382,3.2257194244604315,,,-0.5804175303887056,-0.2619386027647767,,,,,,,-1.0,inf,,,,,,,,,,,,,,,,,inf,,inf,,18.180706970597953,-0.8557884707003335,,,-0.7559055118110236,-0.5766666666666667,0.4927007299270073,0.07188264058679707,,,-0.14532173913043478,0.2711564649912456,-0.3333,0.4084507042253521,-0.7572815533980581,-0.6000000000000001,,,,,,,,,-0.21351234300563013,-0.4253359880537581,,,-0.562,0.4367816091954024,,,0.0,0.0,inf,,,,,,,,3.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,-1.0,-1.0,0.0,1.0,0.0,2.5,-1.0,-1.0,-2.0,0.0,1.0,1.0,,A,70.08,A,68.55,-,A,70.08,A,68.55,-
2106,建大,2021/12,2022/03/31,2020.0,0.0,運輸,汽車零件,13,-0.5258731489242805,1.4396728016359919,,,-0.12795563294349913,6.655820300199434,,,-1.0,inf,,,-1.0,inf,,,,,,,,-1.0,,,5.0,-0.5,,,-1.0,2.3333333333333335,-1.0,7.509009009009009,,,-0.586185111087712,-0.43301492537313435,-1.0,inf,-0.44216089254257196,-0.1985882352941176,0.7949709864603481,0.021739130434782608,,,-0.2820374757699763,0.6422899386307765,-0.22416468397641462,0.3615492957746479,-0.9744506898313745,2.8000000000000003,-1.0,3.0,-1.0,-0.42857142857142855,-1.0,1.0,-1.0,inf,inf,-1.0,,-1.0,0.0,0.12994350282485875,,,-0.2857142857142857,0.75,inf,,,,,,,,-3.5,2.0,-2.0,0.0,-2.0,-1.5,0.0,-5.0,1.0,0.0,0.0,0.5,0.0,-0.5,-1.0,-1.0,-11.0,0.0,-2.0,-1.0,,A+,71.82,A+,71.81,-,A+,71.82,A+,71.81,-
