,腹,industry_id,LEVEL_111,E1,E9,E10,E17,Q4,Q7,Q11,Q15,Q3,Q13,S12,S2,S9,S21,esg_out,Q20,Q18,Q23,Q24,Q27,Q29,Q31,G6,G19,Q34_2,Q43,Q35_2,E_score,S_score,G_score,ESG_score,E1_topic_score,E2_topic_score,E3_topic_score,E4_topic_score,E5_topic_score,S1_topic_score,S2_topic_score,S3_topic_score,S4_topic_score,S5_topic_score,G1_topic_score,G2_topic_score,G3_topic_score,G4_topic_score,ESG_rating,ネ玻(じ),綪ゑ瞯,綪ゑ,ネ玻(じ),market_share,total_market_value
120,1419,3,B,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,3.0,1.6,3.8,3.25,2.744,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,4.0,B-,399082.0,61.36,綪ゑㄒ禬筁50%,2货~5货,0.0010535704520598728,378790046
113,1325,3,C-,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,3.6,3.5,2.55,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,C,389662.0,13.68,綪ゑㄒ禬筁10%~20%,2货~5货,0.0010287017943444057,378790046
116,1410,3,B,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,3.25,2.56,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,C,351723.0,24.78,綪ゑㄒ禬筁20%~30%,2货~5货,0.0009285434073946072,378790046
121,1423,3,C-,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,2.4,3.2,3.25,2.906,4.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B,247000.0,66.67,綪ゑㄒ禬筁50%,2货~5货,0.0006520762691847505,378790046
119,1418,3,C,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1,1,2.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.2,4.4,3.25,2.738,3.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,B-,10657.0,24.02,綪ゑㄒ禬筁20%~30%,1货,2.8134319031181724e-05,378790046
155,1476,4,B+,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3,1,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.8,3.8,3.25,3.212,4.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B+,34600759.0,99.53,綪ゑㄒ禬筁50%,200货~500货,0.16802825081508546,205922271
156,1477,4,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,4.0,4.0,3.0,1.6,4.2,2.25,2.484,0.0,3.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0,C,23168722.0,99.39,綪ゑㄒ禬筁50%,200货~500货,0.11251197788120743,205922271
158,4438,4,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,2,0.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0,3.6,3.25,2.85,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,4.0,B-,17203131.0,100.0,綪ゑㄒ禬筁50%,100货~200货,0.08354186711548067,205922271
157,4414,4,C,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.8,2.8,3.25,2.572,0.0,4.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,C,15451551.0,99.97,綪ゑㄒ禬筁50%,100货~200货,0.07503584204352524,205922271
152,1451,4,B-,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,3.2,3.25,2.36,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,C,8884213.0,99.69,綪ゑㄒ禬筁50%,50货~100货,0.04314352671450481,205922271
154,1473,4,C,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.2,2.4,3.25,3.018,3.0,4.0,4.0,0.0,5.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B,5956566.0,99.27,綪ゑㄒ禬筁50%,50货~100货,0.028926283548999905,205922271
153,1467,4,A,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,1.8,4.4,2.25,2.612,0.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,4.0,B-,2133522.0,97.07,綪ゑㄒ禬筁50%,20货~50货,0.010360812308640477,205922271
151,1417,4,C,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,3.4,3.25,2.41,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,C,1051785.0,25.11,綪ゑㄒ禬筁20%~30%,10货~20货,0.0051076796836608315,205922271
705,9904,5,B+,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,3.0,1.8,3.4,3.75,2.902,0.0,0.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,5.0,B,116846791.0,98.96,綪ゑㄒ禬筁50%,1000货,0.7867007775846884,148527616
706,9910,5,A,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1,1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,4.0,0.0,2.0,4.0,1.0,3.0,2.8,4.0,3.5,3.3519999999999994,0.0,0.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,72588516.0,95.34,綪ゑㄒ禬筁50%,500货~1000货,0.48872066996618324,148527616
700,6768,5,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,2.0,3.2,3.25,2.75,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,4.0,5.0,4.0,0.0,4.0,B-,18980092.0,100.0,綪ゑㄒ禬筁50%,100货~200货,0.1277883030183424,148527616
704,9802,5,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,2.0,-2147483648.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.6,3.4,4.75,3.184,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,B+,18783935.0,96.24,綪ゑㄒ禬筁50%,100货~200货,0.1264676260608667,148527616
702,8442,5,C,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.6,2.25,2.49,0.0,5.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,C,7973901.0,92.23,綪ゑㄒ禬筁50%,50货~100货,0.05368631918255525,148527616
701,8429,5,C-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.6,4.0,3.25,2.794,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,202936.0,0.0,0%(礚綪),2货~5货,0.0013663183013723186,148527616
703,8443,5,B,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0,4.0,4.0,3.0,4.0,4.8,1.25,3.21,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,B+,,0.0,0%(礚綪),,,148527616
544,1907,7,B+,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.2,3.6,3.25,2.928,3.0,3.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B,69770059.0,58.75,綪ゑㄒ禬筁50%,500货~1000货,0.2484047016372957,280872538
545,1909,7,B+,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.2,4.4,3.25,2.738,3.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,B-,58482233.0,1.74,綪ゑㄒ禬筁0%~10%,500货~1000货,0.20821627282052046,280872538
541,1904,7,B+,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,3.2,2.8,3.25,3.1180000000000003,3.0,3.0,0.0,5.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B,45402213.0,20.14,綪ゑㄒ禬筁20%~30%,200货~500货,0.16164703506898206,280872538
542,1905,7,B+,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3,1,2.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,4.6,3.25,2.71,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,4.0,B-,25426166.0,54.38,綪ゑㄒ禬筁50%,200货~500货,0.09052563907120033,280872538
546,6790,7,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,1.6,3.0,3.25,2.544,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,C,7868957.0,32.81,綪ゑㄒ禬筁30%~40%,50货~100货,0.028016113843069984,280872538
540,1903,7,C,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.6,4.0,3.25,2.794,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,,1.19,綪ゑㄒ禬筁0%~10%,,,280872538
543,1906,7,B-,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.6,3.25,2.46,0.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,C,,99.84,綪ゑㄒ禬筁50%,,,280872538
707,8481,8,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,,,,,,,0.0,2.0,1.0,,3.0,2.0,1.0,2.5,1.93,0.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,C-,762151.0,66.84,綪ゑㄒ禬筁50%,5货~10货,0.005829490424423442,130740587
708,9929,8,B,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,False,False,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,0.0,2.0,4.0,,3.0,2.0,1.6,2.5,2.08,0.0,5.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,C,488830.0,3.07,綪ゑㄒ禬筁0%~10%,2货~5货,0.003738930742295046,130740587
699,6505,9,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.6,4.2,3.5,2.934,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B,789447000.0,46.17,綪ゑㄒ禬筁40%~50%,1000货,0.5070463629579999,1556952298
48,1326,10,B+,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,3,2.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,4.6,4.2,2.25,3.654,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,0.0,0.0,4.0,A,497911292.0,32.5,綪ゑㄒ禬筁30%~40%,1000货,0.22385621463871086,2224246009
39,1303,10,B+,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3,3,2.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,3.4,4.6,2.5,3.376,4.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,5.0,B+,361277753.0,70.44,綪ゑㄒ禬筁50%,1000货,0.1624270658632887,2224246009
38,1301,10,B,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,2.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,3.0,4.6,4.4,2.5,3.794,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,0.0,A,224892567.0,70.65,綪ゑㄒ禬筁50%,1000货,0.10110957425123562,2224246009
46,1313,10,A,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3,1,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.6,4.2,3.25,2.8440000000000003,0.0,3.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,0.0,4.0,B-,82678108.0,95.11,綪ゑㄒ禬筁50%,500货~1000货,0.03717129654968845,2224246009
40,1304,10,A+,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3,2,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,4.4,2.25,2.69,0.0,5.0,0.0,5.0,0.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0,4.0,B-,66870740.0,79.47,綪ゑㄒ禬筁50%,500货~1000货,0.030064453180727275,2224246009
51,1717,10,A+,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3,1,2.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,4.2,2.25,2.64,0.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,4.0,B-,37249963.0,87.82,綪ゑㄒ禬筁50%,200货~500货,0.016747231578375286,2224246009
41,1305,10,A+,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3,3,0.0,0.0,2.0,-2147483648.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,0.0,1.0,1.0,3.0,1.8,4.0,3.5,2.962,0.0,4.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,B,28496508.0,68.12,綪ゑㄒ禬筁50%,200货~500货,0.012811760877481246,2224246009
57,2103,10,B+,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2,2,2.0,0.0,0.0,-2147483648.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,3.0,3.5,2.6340000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,27882448.0,33.95,綪ゑㄒ禬筁30%~40%,200货~500货,0.012535685300627193,2224246009
49,1710,10,B+,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3,4,0.0,0.0,2.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.8,4.2,4.5,3.762,4.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,A,24476307.0,53.21,綪ゑㄒ禬筁50%,200货~500货,0.011004316474419264,2224246009
47,1314,10,B+,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3,2,2.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,3.4,5.0,1.25,3.026,4.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,B,23684609.0,41.09,綪ゑㄒ禬筁40%~50%,200货~500货,0.010648376530367869,2224246009
45,1312,10,B+,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1,1,1.0,0.0,0.0,-2147483648.0,1.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,3.0,3.6,3.6,2.25,3.1140000000000003,4.0,5.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,B,20400478.0,32.97,綪ゑㄒ禬筁30%~40%,200货~500货,0.009171862247904792,2224246009
64,4766,10,A+,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,3,2.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,4.2,3.5,2.934,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B,19940465.0,86.26,綪ゑㄒ禬筁50%,100货~200货,0.008965044747440075,2224246009
58,2104,10,B+,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,4,2,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,2.8,4.0,2.25,2.902,3.0,3.0,3.0,0.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0.0,0.0,4.0,B,19596198.0,86.19,綪ゑㄒ禬筁50%,100货~200货,0.008810265555477051,2224246009
43,1309,10,A+,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,3,3,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.2,4.0,2.25,3.0580000000000003,3.0,5.0,3.0,0.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0.0,0.0,4.0,B,16044678.0,91.7,綪ゑㄒ禬筁50%,100货~200货,0.007213535703819712,2224246009
44,1310,10,B,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.6,4.2,3.5,3.714,4.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,A,12600682.0,2.46,綪ゑㄒ禬筁0%~10%,100货~200货,0.0056651476271121414,2224246009
54,1722,10,B+,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3,2,0.0,0.0,0.0,-2147483648.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,2.4,3.0,3.5,2.946,3.0,4.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B,10541903.0,12.69,綪ゑㄒ禬筁10%~20%,100货~200货,0.004739540031697995,2224246009
59,2108,10,B+,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1,1,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.4,4.6,4.75,3.796,4.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,A+,8435717.0,41.45,綪ゑㄒ禬筁40%~50%,50货~100货,0.0037926186967927253,2224246009
52,1718,10,C,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3,1,2.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,4.0,3.5,2.8840000000000003,3.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,0.0,4.0,B-,7115141.0,39.9,綪ゑㄒ禬筁30%~40%,50货~100货,0.0031989001986335586,2224246009
65,4770,10,B,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,4,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,3.4,3.0,3.25,3.246,4.0,3.0,0.0,5.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B+,6404729.0,65.44,綪ゑㄒ禬筁50%,50货~100货,0.0028795056725220364,2224246009
60,3708,10,B+,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,3.0,4.0,3.8,3.25,3.68,3.0,3.0,4.0,5.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,4.0,A,6391441.0,89.69,綪ゑㄒ禬筁50%,50货~100货,0.0028735315132131143,2224246009
42,1308,10,A,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3,3,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.6,4.2,3.5,3.324,3.0,0.0,0.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,6352737.0,80.65,綪ゑㄒ禬筁50%,50货~100货,0.0028561305603313773,2224246009
50,1712,10,B+,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,3,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,3.0,2.4,3.6,2.25,2.646,0.0,3.0,4.0,0.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,0.0,B-,5585000.0,50.04,綪ゑㄒ禬筁50%,50货~100货,0.0025109632555937295,2224246009
63,4722,10,B+,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,2,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.4,4.8,3.5,3.396,0.0,3.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,B+,3809953.0,77.27,綪ゑㄒ禬筁50%,20货~50货,0.0017129188878315304,2224246009
53,1721,10,B,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,1,1.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.2,4.8,3.5,3.708,4.0,3.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,A,2921329.0,31.99,綪ゑㄒ禬筁30%~40%,20货~50货,0.001313401929543487,2224246009
55,1735,10,B+,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.6,4.2,2.25,2.874,0.0,5.0,3.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,4.0,B-,2579872.0,61.53,綪ゑㄒ禬筁50%,20货~50货,0.0011598860870429913,2224246009
62,4720,10,A,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3,3,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,4.6,3.5,3.034,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,4.0,B,2431267.0,85.17,綪ゑㄒ禬筁50%,20货~50货,0.0010930746824597314,2224246009
61,4148,10,C,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,4,1,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,2.0,4.4,3.25,3.05,0.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,B,2325780.0,1.14,綪ゑㄒ禬筁0%~10%,20货~50货,0.001045648723472656,2224246009
67,6585,10,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1,1,2.0,2.0,2.0,2.0,1.0,0.0,,,,,,,2.0,0.0,4.0,,3.0,2.6,3.6,2.5,2.814,0.0,3.0,0.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,B-,2007235.0,86.26,綪ゑㄒ禬筁50%,20货~50货,0.0009024338997926015,2224246009
